********LEGEND FOR FIELD NAMES LOCATED AT BOTTOM OF FILE************
Station_Code,isSWMP,m/d/y hh:mm,See Legend,See Legend,Frequency,See Legend,C,Flag Code,%,Flag Code,mb,Flag Code,m/s,Flag Code,m/s,Flag Code,time, degrees,Flag Code,sd,Flag Code,millimoles/m2, Flag Code,mm,Flag Code
tjrtlmet,P,07/03/2022 02:45,1,1,15,,17.6,<0> ,77,<0> ,1013,<0> ,0.2,<0> ,1.1,<0> ,02:30,237,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 03:00,1,1,15,,17.6,<0> ,78,<0> ,1013,<0> ,0.0,<0> ,0.3,<0> ,02:58,246,<0> ,0,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 03:15,1,1,15,,17.8,<0> ,78,<0> ,1013,<0> ,0.6,<0> ,1.4,<0> ,03:14,262,<0> ,26,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 03:30,1,1,15,,17.8,<0> ,78,<0> ,1013,<0> ,1.0,<0> ,1.8,<0> ,03:22,265,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 03:45,1,1,15,,17.8,<0> ,76,<0> ,1013,<0> ,0.2,<0> ,1.6,<0> ,03:30,180,<0> ,46,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 04:00,1,1,15,,17.8,<0> ,77,<0> ,1013,<0> ,0.6,<0> ,2.0,<0> ,03:48,284,<0> ,22,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 04:15,1,1,15,,17.6,<0> ,77,<0> ,1013,<0> ,0.9,<0> ,1.7,<0> ,04:12,271,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 04:30,1,1,15,,17.5,<0> ,77,<0> ,1013,<0> ,1.0,<0> ,1.8,<0> ,04:18,251,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 04:45,1,1,15,,17.3,<0> ,78,<0> ,1013,<0> ,0.8,<0> ,1.6,<0> ,04:41,232,<0> ,13,<0> ,2.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 05:00,1,1,15,,17.3,<0> ,78,<0> ,1013,<0> ,0.3,<0> ,0.6,<0> ,04:56,252,<0> ,10,<0> ,12.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 05:15,1,1,15,,17.4,<0> ,78,<0> ,1013,<0> ,0.3,<0> ,0.6,<0> ,05:02,249,<0> ,14,<0> ,27.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 05:30,1,1,15,,17.7,<0> ,78,<0> ,1013,<0> ,0.7,<0> ,1.5,<0> ,05:29,211,<0> ,7,<0> ,55.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 05:45,1,1,15,,17.8,<0> ,77,<0> ,1013,<0> ,1.2,<0> ,1.9,<0> ,05:41,198,<0> ,8,<0> ,102.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 06:00,1,1,15,,18.1,<0> ,74,<0> ,1013,<0> ,1.1,<0> ,1.9,<0> ,05:48,208,<0> ,15,<0> ,158.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 06:15,1,1,15,,18.3,<0> ,73,<0> ,1013,<0> ,1.1,<0> ,1.9,<0> ,06:08,212,<0> ,16,<0> ,192.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 06:30,1,1,15,,18.4,<0> ,72,<0> ,1013,<0> ,1.2,<0> ,2.1,<0> ,06:23,232,<0> ,19,<0> ,242.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 06:45,1,1,15,,18.7,<0> ,72,<0> ,1014,<0> ,1.4,<0> ,3.1,<0> ,06:36,245,<0> ,18,<0> ,357.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 07:00,1,1,15,,19.1,<0> ,70,<0> ,1014,<0> ,1.6,<0> ,3.3,<0> ,06:56,234,<0> ,18,<0> ,507.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 07:15,1,1,15,,19.2,<0> ,70,<0> ,1014,<0> ,1.9,<0> ,3.0,<0> ,07:04,226,<0> ,16,<0> ,625.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 07:30,1,1,15,,19.6,<0> ,68,<0> ,1014,<0> ,2.2,<0> ,3.7,<0> ,07:19,237,<0> ,15,<0> ,880.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 07:45,1,1,15,,19.8,<0> ,68,<0> ,1014,<0> ,2.4,<0> ,4.0,<0> ,07:35,244,<0> ,16,<0> ,942.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 08:00,1,1,15,,19.9,<0> ,67,<0> ,1014,<0> ,2.5,<0> ,3.7,<0> ,07:52,255,<0> ,14,<0> ,1020.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 08:15,1,1,15,,19.8,<0> ,67,<0> ,1014,<0> ,2.6,<0> ,3.6,<0> ,08:13,251,<0> ,12,<0> ,1102.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 08:30,1,1,15,,19.9,<0> ,67,<0> ,1014,<0> ,2.5,<0> ,3.5,<0> ,08:24,254,<0> ,16,<0> ,1180.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 08:45,1,1,15,,20.3,<0> ,66,<0> ,1014,<0> ,2.5,<0> ,3.9,<0> ,08:43,259,<0> ,18,<0> ,1255.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 09:00,1,1,15,,20.4,<0> ,66,<0> ,1014,<0> ,2.6,<0> ,4.2,<0> ,08:45,262,<0> ,17,<0> ,1327.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 09:15,1,1,15,,20.5,<0> ,65,<0> ,1014,<0> ,2.8,<0> ,4.0,<0> ,09:06,256,<0> ,18,<0> ,1397.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 09:30,1,1,15,,20.7,<0> ,65,<0> ,1014,<0> ,3.0,<0> ,4.5,<0> ,09:25,255,<0> ,15,<0> ,1462.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 09:45,1,1,15,,20.9,<0> ,65,<0> ,1014,<0> ,3.0,<0> ,4.0,<0> ,09:31,247,<0> ,18,<0> ,1524.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 10:00,1,1,15,,21.2,<0> ,65,<0> ,1014,<0> ,2.8,<0> ,4.3,<0> ,09:54,247,<0> ,18,<0> ,1578.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 10:15,1,1,15,,21.3,<0> ,64,<0> ,1014,<0> ,3.0,<0> ,4.3,<0> ,10:11,245,<0> ,18,<0> ,1628.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 10:30,1,1,15,,21.4,<0> ,64,<0> ,1014,<0> ,3.3,<0> ,5.0,<0> ,10:24,235,<0> ,16,<0> ,1670.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 10:45,1,1,15,,21.7,<0> ,65,<0> ,1014,<0> ,3.4,<0> ,4.8,<0> ,10:34,241,<0> ,13,<0> ,1709.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 11:00,1,1,15,,21.5,<0> ,67,<0> ,1014,<0> ,3.5,<0> ,5.2,<0> ,10:53,248,<0> ,19,<0> ,1648.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 11:15,1,1,15,,21.1,<0> ,70,<0> ,1014,<0> ,4.0,<0> ,5.9,<0> ,11:06,267,<0> ,15,<0> ,1708.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 11:30,1,1,15,,21.2,<0> ,69,<0> ,1014,<0> ,3.8,<0> ,5.8,<0> ,11:20,260,<0> ,18,<0> ,1642.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 11:45,1,1,15,,21.2,<0> ,68,<0> ,1014,<0> ,3.9,<0> ,5.7,<0> ,11:44,259,<0> ,14,<0> ,1770.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 12:00,1,1,15,,21.1,<0> ,68,<0> ,1014,<0> ,4.1,<0> ,5.9,<0> ,11:56,268,<0> ,14,<0> ,1780.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 12:15,1,1,15,,21.2,<0> ,67,<0> ,1014,<0> ,3.9,<0> ,6.0,<0> ,12:03,258,<0> ,15,<0> ,1744.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 12:30,1,1,15,,21.1,<0> ,67,<0> ,1014,<0> ,4.1,<0> ,5.7,<0> ,12:18,255,<0> ,15,<0> ,1696.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 12:45,1,1,15,,20.9,<0> ,67,<0> ,1014,<0> ,4.1,<0> ,5.7,<0> ,12:44,255,<0> ,12,<0> ,1522.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 13:00,1,1,15,,20.7,<0> ,67,<0> ,1014,<0> ,4.0,<0> ,5.4,<0> ,12:50,252,<0> ,13,<0> ,1417.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 13:15,1,1,15,,20.7,<0> ,67,<0> ,1014,<0> ,4.0,<0> ,5.8,<0> ,13:05,255,<0> ,11,<0> ,1448.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 13:30,1,1,15,,20.9,<0> ,67,<0> ,1014,<0> ,3.7,<0> ,5.5,<0> ,13:16,251,<0> ,15,<0> ,1462.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 13:45,1,1,15,,20.7,<0> ,67,<0> ,1014,<0> ,3.7,<0> ,5.6,<0> ,13:34,251,<0> ,14,<0> ,1286.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 14:00,1,1,15,,20.4,<0> ,67,<0> ,1014,<0> ,3.9,<0> ,5.2,<0> ,13:49,254,<0> ,12,<0> ,1282.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 14:15,1,1,15,,20.3,<0> ,67,<0> ,1013,<0> ,3.4,<0> ,5.0,<0> ,14:10,258,<0> ,15,<0> ,1242.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 14:30,1,1,15,,20.5,<0> ,67,<0> ,1013,<0> ,3.1,<0> ,4.8,<0> ,14:16,258,<0> ,17,<0> ,1345.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 14:45,1,1,15,,20.5,<0> ,68,<0> ,1013,<0> ,3.0,<0> ,4.8,<0> ,14:32,259,<0> ,15,<0> ,1225.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 15:00,1,1,15,,20.1,<0> ,69,<0> ,1013,<0> ,3.3,<0> ,4.5,<0> ,14:57,256,<0> ,12,<0> ,1166.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 15:15,1,1,15,,20.1,<0> ,69,<0> ,1013,<0> ,2.9,<0> ,4.1,<0> ,15:06,257,<0> ,15,<0> ,1016.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 15:30,1,1,15,,20.1,<0> ,69,<0> ,1013,<0> ,3.2,<0> ,4.5,<0> ,15:26,259,<0> ,18,<0> ,1092.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 15:45,1,1,15,,19.7,<0> ,70,<0> ,1013,<0> ,3.0,<0> ,4.3,<0> ,15:40,253,<0> ,13,<0> ,860.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 16:00,1,1,15,,19.6,<0> ,71,<0> ,1013,<0> ,3.2,<0> ,4.5,<0> ,15:58,254,<0> ,11,<0> ,798.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 16:15,1,1,15,,19.5,<0> ,71,<0> ,1013,<0> ,2.7,<0> ,4.1,<0> ,16:06,254,<0> ,17,<0> ,684.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 16:30,1,1,15,,19.8,<0> ,70,<0> ,1013,<0> ,2.6,<0> ,4.1,<0> ,16:21,253,<0> ,16,<0> ,899.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 16:45,1,1,15,,19.6,<0> ,71,<0> ,1013,<0> ,2.1,<0> ,3.3,<0> ,16:43,252,<0> ,19,<0> ,771.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 17:00,1,1,15,,19.8,<0> ,71,<0> ,1013,<0> ,2.2,<0> ,3.7,<0> ,16:51,258,<0> ,17,<0> ,611.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 17:15,1,1,15,,19.3,<0> ,73,<0> ,1013,<0> ,1.6,<0> ,2.7,<0> ,17:10,252,<0> ,19,<0> ,346.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 17:30,1,1,15,,19.2,<0> ,74,<0> ,1013,<0> ,1.7,<0> ,3.2,<0> ,17:22,294,<0> ,22,<0> ,302.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 17:45,1,1,15,,19.6,<0> ,72,<0> ,1013,<0> ,1.7,<0> ,3.1,<0> ,17:38,295,<0> ,18,<0> ,350.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 18:00,1,1,15,,18.7,<0> ,74,<0> ,1013,<0> ,1.8,<0> ,2.8,<0> ,17:50,293,<0> ,14,<0> ,122.7,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 18:15,1,1,15,,18.3,<0> ,76,<0> ,1013,<0> ,1.2,<0> ,2.6,<0> ,18:03,287,<0> ,19,<0> ,94.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 18:30,1,1,15,,18.4,<0> ,76,<0> ,1013,<0> ,0.7,<0> ,1.6,<0> ,18:20,286,<0> ,17,<0> ,60.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 18:45,1,1,15,,18.4,<0> ,76,<0> ,1013,<0> ,0.7,<0> ,1.9,<0> ,18:36,284,<0> ,23,<0> ,29.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 19:00,1,1,15,,18.4,<0> ,76,<0> ,1012,<0> ,0.8,<0> ,2.0,<0> ,18:53,281,<0> ,22,<0> ,13.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 19:15,1,1,15,,18.4,<0> ,75,<0> ,1012,<0> ,0.6,<0> ,1.5,<0> ,19:00,263,<0> ,23,<0> ,3.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 19:30,1,1,15,,18.0,<0> ,76,<0> ,1012,<0> ,0.3,<0> ,1.5,<0> ,19:23,278,<0> ,42,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 19:45,1,1,15,,18.0,<0> ,76,<0> ,1012,<0> ,0.7,<0> ,2.1,<0> ,19:43,265,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 20:00,1,1,15,,17.9,<0> ,77,<0> ,1013,<0> ,0.8,<0> ,1.4,<0> ,19:52,259,<0> ,18,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 20:15,1,1,15,,17.6,<0> ,78,<0> ,1013,<0> ,0.8,<0> ,1.4,<0> ,20:10,258,<0> ,8,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 20:30,1,1,15,,17.4,<0> ,79,<0> ,1013,<0> ,0.5,<0> ,1.2,<0> ,20:18,215,<0> ,16,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 20:45,1,1,15,,16.9,<0> ,81,<0> ,1013,<0> ,0.2,<0> ,0.8,<0> ,20:31,192,<0> ,20,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 21:00,1,1,15,,16.9,<0> ,81,<0> ,1013,<0> ,0.6,<0> ,2.2,<0> ,20:51,248,<0> ,37,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 21:15,1,1,15,,17.3,<0> ,79,<0> ,1013,<0> ,1.1,<0> ,1.8,<0> ,21:10,272,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 21:30,1,1,15,,18.0,<0> ,78,<0> ,1013,<0> ,1.6,<0> ,2.5,<0> ,21:29,273,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 21:45,1,1,15,,18.2,<0> ,79,<0> ,1013,<0> ,2.5,<0> ,4.0,<0> ,21:39,290,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 22:00,1,1,15,,18.2,<0> ,79,<0> ,1013,<0> ,2.7,<0> ,4.1,<0> ,21:52,291,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 22:15,1,1,15,,18.2,<0> ,79,<0> ,1013,<0> ,2.6,<0> ,3.9,<0> ,22:13,297,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 22:30,1,1,15,,18.2,<0> ,78,<0> ,1013,<0> ,2.3,<0> ,3.7,<0> ,22:19,295,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 22:45,1,1,15,,18.1,<0> ,78,<0> ,1013,<0> ,2.3,<0> ,3.5,<0> ,22:30,293,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 23:00,1,1,15,,18.2,<0> ,78,<0> ,1013,<0> ,2.2,<0> ,3.4,<0> ,22:52,288,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 23:15,1,1,15,,18.2,<0> ,78,<0> ,1013,<0> ,2.5,<0> ,3.7,<0> ,23:08,282,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 23:30,1,1,15,,18.2,<0> ,78,<0> ,1013,<0> ,2.5,<0> ,4.2,<0> ,23:15,280,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/03/2022 23:45,1,1,15,,18.3,<0> ,77,<0> ,1013,<0> ,1.8,<0> ,3.3,<0> ,23:33,286,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 00:00,1,1,15,,18.3,<0> ,77,<0> ,1013,<0> ,1.5,<0> ,2.8,<0> ,23:48,262,<0> ,26,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 00:15,1,1,15,,18.3,<0> ,76,<0> ,1013,<0> ,1.2,<0> ,2.7,<0> ,00:00,251,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 00:30,1,1,15,,18.3,<0> ,75,<0> ,1013,<0> ,1.2,<0> ,3.2,<0> ,00:21,241,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 00:45,1,1,15,,18.2,<0> ,75,<0> ,1013,<0> ,0.3,<0> ,2.3,<0> ,00:30,217,<0> ,22,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 01:00,1,1,15,,18.2,<0> ,76,<0> ,1013,<0> ,0.7,<0> ,2.5,<0> ,00:57,231,<0> ,23,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 01:15,1,1,15,,18.1,<0> ,76,<0> ,1013,<0> ,1.0,<0> ,2.8,<0> ,01:07,254,<0> ,24,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 01:30,1,1,15,,18.0,<0> ,76,<0> ,1013,<0> ,0.7,<0> ,1.8,<0> ,01:26,238,<0> ,29,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 01:45,1,1,15,,17.9,<0> ,76,<0> ,1013,<0> ,0.7,<0> ,1.8,<0> ,01:44,207,<0> ,37,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 02:00,1,1,15,,18.0,<0> ,75,<0> ,1013,<0> ,0.5,<0> ,2.3,<0> ,01:45,259,<0> ,28,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 02:15,1,1,15,,18.0,<0> ,75,<0> ,1013,<0> ,0.0,<0> ,0.3,<0> ,02:01,104,<0> ,2,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 02:30,1,1,15,,18.0,<0> ,75,<0> ,1013,<0> ,0.1,<0> ,0.9,<0> ,02:22,46,<0> ,5,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 02:45,1,1,15,,18.0,<0> ,76,<0> ,1013,<0> ,0.1,<0> ,0.5,<0> ,02:40,90,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 03:00,1,1,15,,18.0,<0> ,77,<0> ,1013,<0> ,1.0,<0> ,3.4,<0> ,02:54,277,<0> ,14,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 03:15,1,1,15,,17.9,<0> ,79,<0> ,1013,<0> ,2.0,<0> ,3.1,<0> ,03:08,293,<0> ,15,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 03:30,1,1,15,,17.9,<0> ,79,<0> ,1013,<0> ,1.5,<0> ,2.7,<0> ,03:15,291,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 03:45,1,1,15,,17.9,<0> ,78,<0> ,1013,<0> ,1.1,<0> ,2.1,<0> ,03:44,278,<0> ,17,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 04:00,1,1,15,,17.7,<0> ,78,<0> ,1013,<0> ,1.9,<0> ,3.0,<0> ,03:58,260,<0> ,11,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 04:15,1,1,15,,17.6,<0> ,78,<0> ,1013,<0> ,2.1,<0> ,3.2,<0> ,04:00,266,<0> ,12,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 04:30,1,1,15,,17.6,<0> ,77,<0> ,1013,<0> ,2.0,<0> ,3.1,<0> ,04:15,263,<0> ,13,<0> ,0.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 04:45,1,1,15,,17.5,<0> ,78,<0> ,1013,<0> ,2.1,<0> ,2.9,<0> ,04:39,259,<0> ,11,<0> ,2.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 05:00,1,1,15,,17.3,<0> ,78,<0> ,1013,<0> ,1.9,<0> ,2.9,<0> ,04:50,256,<0> ,11,<0> ,13.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 05:15,1,1,15,,17.3,<0> ,78,<0> ,1013,<0> ,2.2,<0> ,3.5,<0> ,05:14,255,<0> ,10,<0> ,33.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 05:30,1,1,15,,17.4,<0> ,77,<0> ,1013,<0> ,2.1,<0> ,3.1,<0> ,05:18,259,<0> ,12,<0> ,65.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 05:45,1,1,15,,17.6,<0> ,77,<0> ,1013,<0> ,1.7,<0> ,2.6,<0> ,05:36,258,<0> ,15,<0> ,119.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 06:00,1,1,15,,17.9,<0> ,75,<0> ,1013,<0> ,1.8,<0> ,2.9,<0> ,05:59,244,<0> ,13,<0> ,179.5,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 06:15,1,1,15,,18.1,<0> ,74,<0> ,1013,<0> ,1.6,<0> ,2.9,<0> ,06:01,231,<0> ,17,<0> ,199.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 06:30,1,1,15,,18.3,<0> ,73,<0> ,1014,<0> ,1.6,<0> ,3.4,<0> ,06:16,211,<0> ,21,<0> ,239.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 06:45,1,1,15,,18.4,<0> ,72,<0> ,1014,<0> ,1.7,<0> ,3.1,<0> ,06:31,198,<0> ,16,<0> ,291.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 07:00,1,1,15,,18.8,<0> ,71,<0> ,1014,<0> ,1.8,<0> ,3.1,<0> ,06:58,204,<0> ,15,<0> ,482.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 07:15,1,1,15,,19.0,<0> ,70,<0> ,1014,<0> ,2.4,<0> ,3.9,<0> ,07:01,216,<0> ,16,<0> ,571.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 07:30,1,1,15,,19.1,<0> ,71,<0> ,1014,<0> ,2.1,<0> ,3.7,<0> ,07:24,224,<0> ,19,<0> ,807.8,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 07:45,1,1,15,,19.5,<0> ,70,<0> ,1014,<0> ,2.3,<0> ,3.7,<0> ,07:43,228,<0> ,16,<0> ,926.9,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 08:00,1,1,15,,19.6,<0> ,69,<0> ,1014,<0> ,2.5,<0> ,3.6,<0> ,07:54,237,<0> ,16,<0> ,1011.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 08:15,1,1,15,,19.7,<0> ,70,<0> ,1014,<0> ,3.1,<0> ,4.5,<0> ,08:09,249,<0> ,16,<0> ,1093.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 08:30,1,1,15,,19.8,<0> ,69,<0> ,1014,<0> ,3.0,<0> ,4.8,<0> ,08:27,250,<0> ,14,<0> ,1174.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 08:45,1,1,15,,20.1,<0> ,68,<0> ,1014,<0> ,3.0,<0> ,4.3,<0> ,08:43,247,<0> ,17,<0> ,1252.2,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 09:00,1,1,15,,20.2,<0> ,68,<0> ,1014,<0> ,3.3,<0> ,4.8,<0> ,08:55,246,<0> ,16,<0> ,1325.1,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 09:15,1,1,15,,20.2,<0> ,67,<0> ,1014,<0> ,3.6,<0> ,5.0,<0> ,09:08,247,<0> ,16,<0> ,1396.0,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 09:30,1,1,15,,20.2,<0> ,67,<0> ,1014,<0> ,3.5,<0> ,5.1,<0> ,09:15,243,<0> ,15,<0> ,1461.4,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 09:45,1,1,15,,20.4,<0> ,67,<0> ,1014,<0> ,3.3,<0> ,4.6,<0> ,09:39,245,<0> ,15,<0> ,1521.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 10:00,1,1,15,,20.6,<0> ,67,<0> ,1014,<0> ,3.5,<0> ,5.3,<0> ,09:45,248,<0> ,17,<0> ,1575.3,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 10:15,1,1,15,,20.5,<0> ,67,<0> ,1014,<0> ,3.7,<0> ,5.1,<0> ,10:05,247,<0> ,15,<0> ,1623.6,<0> ,0.0,<0> ,
tjrtlmet,P,07/04/2022 10:30,1,1,15,,20.6,<0> ,66,<0> ,1014,<0> ,3.6,<0> ,5.5,<0> ,10:20,237,<0> ,15,<0> ,1667.8,<0> ,0.0,<0> ,
