$,,,,,
,,,,,
JDAY,TAIR,TDEW,PHI,WIND,CLOUD
14.02083333,13.7,12.25691109,319,1.3,5
14.03125,13.6,12.15803188,313,1.2,5
14.04166667,13.5,12.22529335,298,1.5,5
14.05208333,13.6,12.32430186,304,1.3,5
14.0625,13.6,12.32430186,312,1.2,5
14.07291667,13.7,12.42330999,334,0.6,5
14.08333333,13.7,12.42330999,313,1.1,5
14.09375,13.8,12.52231773,319,0.9,5
14.10416667,13.8,12.35578987,9,1,5
14.11458333,13.7,12.25691109,331,0.8,5
14.125,13.7,12.25691109,349,0.6,5
14.13541667,13.7,12.25691109,360,0.4,5
14.14583333,13.8,12.35578987,280,0.2,5
14.15625,13.7,12.25691109,313,0.6,5
14.16666667,13.6,12.15803188,234,0.6,5
14.17708333,13.7,12.42330999,292,1.2,5
14.1875,13.6,12.32430186,314,1.1,5
14.19791667,13.6,12.32430186,320,0.9,5
14.20833333,13.6,12.4889876,306,1.7,5
14.21875,13.5,12.38985137,318,1.2,5
14.22916667,13.4,12.29071481,300,0.7,5
14.23958333,13.5,12.55285828,299,1.1,5
14.25,13.4,12.45359517,313,1.3,5
14.26041667,13.4,12.45359517,321,0.9,5
14.27083333,13.4,12.45359517,15,0.6,5
14.28125,13.5,12.55285828,325,0.7,5
14.29166667,13.5,12.55285828,312,1,5
14.30208333,13.8,12.85064589,310,1.4,5
14.3125,14,12.88552916,309,1,5
14.32291667,14.2,13.08379794,301,1.6,5
14.33333333,14.2,12.91834486,306,1.5,5
14.34375,14,12.72033206,273,1.7,5
14.35416667,14.4,13.11635613,293,2,5
14.36458333,14.5,12.87886939,286,2,5
14.375,14.7,12.90537301,286,1.8,5
14.38541667,15.1,13.12659979,294,1.9,5
14.39583333,15.3,12.97131263,297,1.8,5
14.40625,15.5,12.98861485,291,1.4,5
14.41666667,16.1,13.21147752,301,2,5
14.42708333,16.2,13.30926021,296,2.7,5
14.4375,16.4,13.50482307,286,2.9,5
14.44791667,16.5,13.41635734,280,2.7,5
14.45833333,16.6,13.51399477,283,3.2,5
14.46875,16.9,13.61807204,293,3.2,5
14.47916667,17.1,13.62186891,289,3.3,5
14.48958333,17.2,13.52576771,286,3.2,5
14.5,17.4,13.52424959,290,3.6,5
14.51041667,17.5,13.4230132,294,3.7,5
14.52083333,17.7,13.61680056,286,3.5,5
14.53125,17.7,13.41593596,286,3.6,5
14.54166667,17.5,13.2224517,288,3.7,5
14.55208333,17.5,13.2224517,285,3.7,5
14.5625,17.6,13.31919444,284,3.8,5
14.57291667,17.5,13.4230132,284,3.7,5
14.58333333,17.5,13.4230132,287,3.6,5
14.59375,17.3,13.4272032,284,3.8,5
14.60416667,17.1,13.03542452,288,3.8,5
14.61458333,17.1,13.03542452,293,3.3,5
14.625,17.1,13.03542452,292,3.4,5
14.63541667,16.5,12.84536841,293,3.1,5
14.64583333,16.6,12.94257148,288,3.2,5
14.65625,16,12.7406165,286,3.4,5
14.66666667,16.1,12.64838057,288,3,5
14.67708333,15.7,12.6352257,293,3,5
14.6875,15.2,12.33139546,283,3.2,5
14.69791667,15.1,12.41592411,278,2.6,5
14.70833333,14.9,12.22006001,284,2.8,5
14.71875,14.7,12.02419276,277,2.2,5
14.72916667,14.6,12.10598478,274,2.1,5
14.73958333,14.5,12.00791109,281,2.4,5
14.75,14.4,12.08743702,294,2,5
14.76041667,14.3,11.9892252,288,1.7,5
14.77083333,14.3,12.1648803,292,1.8,5
14.78125,14.1,11.96818402,285,1.6,5
14.79166667,14.1,11.96818402,282,1.6,5
14.80208333,14,11.86983492,278,1.6,5
14.8125,14,12.04331853,287,1.6,5
14.82291667,14.1,12.14180156,286,1.7,5
14.83333333,14.1,12.14180156,293,1.9,5
14.84375,14,12.04331853,297,2.2,5
14.85416667,13.9,11.94483492,305,2,5
14.86458333,13.9,11.94483492,303,2.1,5
14.875,13.9,11.94483492,294,1.9,5
14.88541667,13.8,12.01784109,290,1.3,5
14.89583333,13.9,12.11645788,295,1.3,5
14.90625,13.8,12.01784109,284,1.7,5
14.91666667,13.8,12.01784109,291,1.6,5
14.92708333,13.8,12.01784109,296,1.5,5
14.9375,13.8,12.01784109,287,1.2,5
14.94791667,13.8,12.01784109,282,1.2,5
14.95833333,13.9,12.11645788,283,0.9,5
14.96875,13.9,12.11645788,308,1.2,5
14.97916667,13.9,12.11645788,309,1.3,5
14.98958333,13.9,12.11645788,303,1.6,5
15,13.8,12.01784109,298,1.8,5
15.01041667,13.8,12.01784109,297,1.8,5
15.02083333,13.8,12.01784109,300,1.3,5
15.03125,13.7,11.91922376,299,1.5,5
15.04166667,13.7,11.91922376,293,1.7,5
15.05208333,13.7,12.08889373,296,1.6,5
15.0625,13.7,12.08889373,285,1.2,5
15.07291667,13.7,12.08889373,290,1.4,5
15.08333333,13.7,12.08889373,286,1.2,5
15.09375,13.7,12.08889373,289,1.3,5
15.10416667,13.7,12.08889373,284,1.6,5
15.11458333,13.7,12.08889373,303,1.5,5
15.125,13.7,12.08889373,305,1.7,5
15.13541667,13.8,12.18764238,316,1.3,5
15.14583333,13.7,12.08889373,309,1.6,5
15.15625,13.7,12.08889373,305,1.7,5
15.16666667,13.6,11.9901446,302,1.6,5
15.17708333,13.6,11.9901446,313,1.4,5
15.1875,13.7,12.08889373,310,1.6,5
15.19791667,13.7,12.08889373,310,1.8,5
15.20833333,13.8,12.01784109,307,1.9,5
15.21875,13.8,12.01784109,308,1.8,5
15.22916667,13.8,12.01784109,314,1.5,5
15.23958333,13.8,12.01784109,305,1.9,5
15.25,13.9,12.11645788,306,1.8,5
15.26041667,13.9,12.11645788,307,2.2,5
15.27083333,14,12.21507413,308,2.1,5
15.28125,14.1,12.31368986,299,1.9,5
15.29166667,14.2,12.41230505,300,1.7,5
15.30208333,14.3,12.51091971,303,2,5
15.3125,14.4,12.43724715,303,2.1,5
15.32291667,14.6,12.63420797,301,2,5
15.33333333,14.8,12.65660991,303,1.9,5
15.34375,15,12.6766936,302,1.9,5
15.35416667,14.9,12.75495393,296,2,5
15.36458333,15,12.85329732,297,2.2,5
15.375,15.2,13.04998218,292,2.3,5
15.38541667,15.4,13.06951761,294,2.4,5
15.39583333,15.4,13.06951761,287,2.3,5
15.40625,16,13.4789391,297,2.5,5
15.41666667,16.8,13.89593869,297,2.8,5
15.42708333,16.8,13.70926696,289,3.2,5
15.4375,16.9,13.99371549,290,2.9,5
15.44791667,17.3,14.00802766,290,3,5
15.45833333,17,14.09149145,278,3.5,5
15.46875,16.8,14.08064155,282,3.3,5
15.47916667,17.2,14.0998006,291,3.1,5
15.48958333,17.6,14.30048443,292,3,5
15.5,17.4,13.9138959,298,3.1,5
15.51041667,17.4,14.1055142,296,3.1,5
15.52083333,17.3,14.00802766,293,3.1,5
15.53125,17.3,14.19743177,288,3,5
15.54166667,16.7,13.98272331,283,3.2,5
15.55208333,16.8,14.08064155,284,3.1,5
15.5625,16.7,13.98272331,280,2.8,5
15.57291667,16.7,14.1653621,284,2.7,5
15.58333333,16.4,13.87118523,280,2.9,5
15.59375,16.1,13.75693324,279,3.2,5
15.60416667,16.2,13.67506364,278,2.9,5
15.61458333,16.1,13.57700174,273,3.1,5
15.625,16.1,13.57700174,275,2.9,5
15.63541667,16,13.4789391,277,2.7,5
15.64583333,15.8,13.28281161,287,3.2,5
15.65625,15.5,12.98861485,275,3.1,5
15.66666667,15.2,12.87310697,270,2.7,5
15.67708333,15.2,12.87310697,278,2.6,5
15.6875,15.1,12.59634219,271,2.4,5
15.69791667,14.9,12.40020144,276,2.2,5
15.70833333,14.8,12.48027748,272,1.9,5
15.71875,14.7,12.3820684,266,1.8,5
15.72916667,14.7,12.3820684,257,1.6,5
15.73958333,14.6,12.28385862,257,1.4,5
15.75,14.5,12.36157405,283,1.2,5
15.76041667,14.4,12.26322749,310,0.8,5
15.77083333,14.3,12.1648803,304,1,5
15.78125,14.3,12.1648803,309,0.7,5
15.79166667,14.2,12.24028401,322,0.7,5
15.80208333,14.2,12.24028401,316,0.6,5
15.8125,14.2,12.24028401,298,0.2,5
15.82291667,14.2,12.24028401,280,0.5,5
15.83333333,14.2,12.24028401,282,0.7,5
15.84375,14.2,12.41230505,281,0.8,5
15.85416667,14.2,12.41230505,278,0.5,5
15.86458333,14.2,12.41230505,291,0.5,5
15.875,14.1,12.31368986,276,0.5,5
15.88541667,14.2,12.58263214,278,0.7,5
15.89583333,14.1,12.48388542,277,0.5,5
15.90625,14.1,12.48388542,284,1.2,5
15.91666667,14.1,12.48388542,290,0.9,5
15.92708333,14.1,12.48388542,288,1,5
15.9375,14.1,12.48388542,291,0.9,5
15.94791667,14.1,12.48388542,290,1.2,5
15.95833333,14.1,12.48388542,305,1,5
15.96875,14.1,12.65242361,306,1,5
15.97916667,14,12.55354613,284,1.2,5
15.98958333,13.9,12.45466822,293,1.4,5
16,13.9,12.45466822,289,1.2,5
16.01041667,13.8,12.35578987,303,0.9,5
16.02083333,13.8,12.35578987,304,0.7,5
16.03125,13.8,12.52231773,276,0.8,5
16.04166667,13.8,12.52231773,290,0.8,5
16.05208333,13.8,12.52231773,294,1.3,5
16.0625,13.8,12.52231773,278,0.7,5
16.07291667,13.8,12.52231773,294,1,5
16.08333333,13.8,12.52231773,308,1.6,5
16.09375,13.8,12.52231773,309,1.8,5
16.10416667,13.7,12.42330999,301,1.7,5
16.11458333,13.7,12.42330999,307,1.7,5
16.125,13.7,12.42330999,307,1.7,5
16.13541667,13.7,12.42330999,296,1.6,5
16.14583333,13.7,12.42330999,300,1.6,5
16.15625,13.6,12.32430186,296,1,5
16.16666667,13.7,12.42330999,300,1.3,5
16.17708333,13.7,12.58812349,297,1.3,5
16.1875,13.7,12.58812349,304,1.5,5
16.19791667,13.6,12.4889876,297,1.6,5
16.20833333,13.6,12.4889876,302,1.8,5
16.21875,13.6,12.4889876,301,1.8,5
16.22916667,13.6,12.4889876,296,2,5
16.23958333,13.5,12.55285828,294,1.8,5
16.25,13.6,12.6521211,290,1.6,5
16.26041667,13.6,12.6521211,286,1.6,5
16.27083333,13.6,12.6521211,299,1.3,5
16.28125,13.6,12.6521211,294,1.7,5
16.29166667,13.5,12.55285828,291,2.3,5
16.30208333,13.4,12.45359517,288,2.2,5
16.3125,13.5,12.55285828,287,2.2,5
16.32291667,13.5,12.55285828,281,2,5
16.33333333,13.5,12.55285828,290,2,5
16.34375,13.6,12.4889876,288,2.3,5
16.35416667,13.8,12.35578987,286,2.2,5
16.36458333,13.9,12.45466822,293,2,5
16.375,14,12.55354613,304,1.7,5
16.38541667,14.1,12.65242361,298,1.6,5
16.39583333,14.4,12.78012413,296,1.6,5
16.40625,14.6,12.80676049,291,1.5,5
16.41666667,14.5,12.70814743,278,1.8,5
16.42708333,14.6,12.63420797,272,1.7,5
16.4375,14.7,12.55826526,266,1.8,5
16.44791667,15.1,12.77490063,265,1.7,5
16.45833333,15.4,12.89054779,281,2,5
16.46875,15.4,12.89054779,278,2.1,5
16.47916667,15.5,12.98861485,279,2.5,5
16.48958333,15.8,13.10142361,278,2.3,5
16.5,15.6,12.72255146,261,2.4,5
16.51041667,15.7,12.82033835,256,2.5,5
16.52083333,15.7,12.6352257,257,2.7,5
16.53125,15.9,12.83051397,257,2.8,5
16.54166667,15.9,12.83051397,255,2.7,5
16.55208333,15.8,12.73287028,258,2.6,5
16.5625,15.9,12.83051397,250,2.9,5
16.57291667,15.8,12.73287028,255,2.8,5
16.58333333,15.4,12.70971434,255,2.8,5
16.59375,15.3,12.61178505,263,2.6,5
16.60416667,15.5,12.62476372,268,2.6,5
16.61458333,15.4,12.70971434,265,2.8,5
16.625,15.3,12.79247999,257,2.8,5
16.63541667,15.2,12.69441146,260,2.7,5
16.64583333,14.9,12.57848588,258,2.9,5
16.65625,14.8,12.65660991,264,2.6,5
16.66666667,14.6,12.28385862,260,2.3,5
16.67708333,14.6,12.28385862,255,1.8,5
16.6875,14.5,12.18564817,258,2.3,5
16.69791667,14.4,12.08743702,253,2.2,5
16.70833333,14.4,12.08743702,255,2.2,5
16.71875,14.2,11.89101268,255,2.4,5
16.72916667,14.1,11.79279948,240,2.4,5
16.73958333,14,11.6945856,240,2.4,5
16.75,13.9,11.59637103,237,2.3,5
16.76041667,13.9,11.59637103,233,2.1,5
16.77083333,13.8,11.49815578,227,2.2,5
16.78125,13.7,11.57478384,219,1.4,5
16.79166667,13.7,11.57478384,194,1.7,5
16.80208333,13.7,11.39993984,205,1.5,5
16.8125,13.7,11.39993984,188,1.4,5
16.82291667,13.6,11.30172321,201,1.7,5
16.83333333,13.6,11.30172321,171,1.4,5
16.84375,13.6,11.30172321,172,1.5,5
16.85416667,13.6,11.30172321,158,1.7,5
16.86458333,13.6,11.30172321,166,1.9,5
16.875,13.5,11.2035059,196,1.6,5
16.88541667,13.5,11.2035059,202,2.3,5
16.89583333,13.4,11.1052879,214,1.7,5
16.90625,13.3,11.00706922,190,2.3,5
16.91666667,13.4,10.92905183,178,2,5
16.92708333,13.3,11.00706922,176,2.3,5
16.9375,13.1,10.8106298,178,1.7,5
16.94791667,13.2,10.90884985,193,1.7,5
16.95833333,13.3,10.83096929,169,1.6,5
16.96875,13.3,10.83096929,184,1.7,5
16.97916667,13.3,10.6530336,187,2.3,5
16.98958333,13.3,10.47322064,176,1.6,5
17,13.2,10.37541355,200,2.4,5
17.01041667,13.1,10.27760562,194,2,5
17.02083333,13.2,10.37541355,182,2.6,5
17.03125,13.2,10.37541355,177,1.8,5
17.04166667,13.1,10.4571411,187,1.8,5
17.05208333,13,10.35919366,161,1.6,5
17.0625,13,10.35919366,167,1.4,5
17.07291667,13,10.35919366,169,1.7,5
17.08333333,12.9,10.78795305,166,1.5,5
17.09375,12.7,10.59123901,159,1.7,5
17.10416667,12.7,10.41774273,156,1.7,5
17.11458333,12.7,10.41774273,150,1.9,5
17.125,12.6,10.31951925,142,2.1,5
17.13541667,12.6,10.31951925,140,1.8,5
17.14583333,12.5,10.22129508,133,1.8,5
17.15625,12.6,9.967396027,141,2,5
17.16666667,12.7,10.06534662,144,2,5
17.17708333,12.7,10.06534662,141,1.8,5
17.1875,12.7,10.06534662,136,2.1,5
17.19791667,12.7,10.06534662,143,1.6,5
17.20833333,12.7,10.06534662,156,1.9,5
17.21875,12.6,10.14437089,162,1.8,5
17.22916667,12.5,10.39452243,163,1.7,5
17.23958333,12.5,10.39452243,160,1.6,5
17.25,12.7,10.41774273,171,1.9,5
17.26041667,12.9,10.61418764,163,2.5,5
17.27083333,13.1,10.634802,153,2.5,5
17.28125,13.5,10.84892295,157,2.5,5
17.29166667,13.6,10.76663686,166,2.5,5
17.30208333,13.7,10.86444058,168,3,5
17.3125,13.8,10.96224347,162,2.9,5
17.32291667,14.2,11.17044965,160,2.9,5
17.33333333,14.3,11.08299115,157,2.8,5
17.34375,14.6,11.18796041,157,3,5
17.35416667,15,11.19483007,182,3.3,5
17.36458333,15.2,11.19412392,179,3.8,5
17.375,15.3,11.48604245,185,3.9,5
17.38541667,15.4,11.7760651,190,4.7,5
17.39583333,15.5,11.87327977,186,4.2,5
17.40625,15.4,11.96687918,176,3.4,5
17.41666667,16.2,11.96468507,207,3.6,5
17.42708333,15.5,11.48488353,224,3.4,5
17.4375,15.1,10.90026002,228,3.1,5
17.44791667,15.8,11.37733538,225,3.1,5
17.45833333,16.7,12.04273321,227,3.4,5
17.46875,16.8,11.93252114,233,3.5,5
17.47916667,16.2,11.96468507,242,3.1,5
17.48958333,16.6,11.94628649,256,3.3,5
17.5,16.1,11.66716533,259,3.5,5
17.51041667,15.9,11.47394664,266,3.2,5
17.52083333,15.1,11.09720172,267,3.7,5
17.53125,15.4,11.1905724,256,4,5
17.54166667,15.7,11.28072284,264,4.1,5
17.55208333,16.3,11.45106093,261,3.8,5
17.5625,16.3,11.45106093,264,3.9,5
17.57291667,16.3,11.45106093,268,3.8,5
17.58333333,16.5,11.22369301,262,3.9,5
17.59375,16.1,11.05040453,265,3.7,5
17.60416667,16.3,11.03173913,255,3.7,5
17.61458333,16,10.31490515,255,3.5,5
17.625,16.2,10.50621952,256,3.5,5
17.63541667,15.9,10.21924553,250,3.3,5
17.64583333,15.9,10.21924553,243,3.4,5
17.65625,16,10.31490515,252,3.5,5
17.66666667,15.5,10.05157285,253,3.5,5
17.67708333,15.9,9.779580898,245,3.3,5
17.6875,15.8,9.23319547,232,3.4,5
17.69791667,15.8,9.003057674,234,3.2,5
17.70833333,15.5,9.836590836,245,3.3,5
17.71875,14.8,9.591893285,252,3.9,5
17.72916667,14.4,9.415802396,255,4,5
17.73958333,14.2,9.428548942,252,3.9,5
17.75,14,9.031129386,248,3.3,5
17.76041667,14,9.235896808,249,3.2,5
17.77083333,13.9,8.51809853,255,3.8,5
17.78125,13.8,8.422243103,253,2.3,5
17.79166667,13.8,8.838784201,254,3.4,5
17.80208333,13.8,8.838784201,241,2.7,5
17.8125,13.8,9.043239117,239,2,5
17.82291667,13.8,8.838784201,227,2.3,5
17.83333333,13.8,9.043239117,222,1.8,5
17.84375,13.8,9.043239117,244,2.3,5
17.85416667,13.8,9.043239117,248,2.4,5
17.86458333,13.8,8.838784201,251,2.4,5
17.875,13.8,8.631808047,252,2.1,5
17.88541667,13.8,8.631808047,239,2.2,5
17.89583333,13.8,8.631808047,228,1.9,5
17.90625,13.8,9.245237683,204,2.2,5
17.91666667,13.6,9.448533448,203,1.7,5
17.92708333,13.7,9.348204217,237,1.5,5
17.9375,13.7,9.148752338,250,2.1,5
17.94791667,13.7,9.348204217,254,2.3,5
17.95833333,13.6,9.052265661,250,2.1,5
17.96875,13.5,8.955777651,251,1.8,5
17.97916667,13.5,8.955777651,250,1.6,5
17.98958333,13.2,8.666305627,255,1.2,5
18,13.2,8.864994817,250,1.2,5
18.01041667,13.4,9.254949164,262,1.7,5
18.02083333,13.4,9.449346129,264,2.1,5
18.03125,13.5,9.546288128,263,2.3,5
18.04166667,13.5,9.154924286,271,2.6,5
18.05208333,13.5,9.351741916,274,2.5,5
18.0625,13.5,9.546288128,273,2.7,5
18.07291667,13.4,9.831550223,284,2.9,5
18.08333333,13.2,9.637075521,286,2.7,5
18.09375,13.1,9.350253064,293,2.4,5
18.10416667,13.2,9.447346052,294,2.5,5
18.11458333,13.2,8.864994817,292,2.2,5
18.125,13.2,8.864994817,294,2,5
18.13541667,13,9.061566486,291,1.6,5
18.14583333,13.1,8.768349109,274,1.7,5
18.15625,13,8.671702124,276,1.7,5
18.16666667,13,8.671702124,276,1.9,5
18.17708333,12.9,8.575053863,276,1.7,5
18.1875,13,8.867765953,280,1.9,5
18.19791667,12.9,9.156063759,285,2,5
18.20833333,12.9,8.964618663,284,2.2,5
18.21875,12.9,8.770967099,284,2,5
18.22916667,12.8,8.674167025,287,1.7,5
18.23958333,13,8.867765953,292,1.6,5
18.25,13.2,8.666305627,284,1.7,5
18.26041667,13.4,8.657907063,290,1.7,5
18.27083333,13.6,8.230527559,288,1.8,5
18.28125,13.5,7.922928269,299,1.6,5
18.29166667,13.6,7.803997447,292,1,5
18.30208333,13.8,7.556642588,277,1.1,5
18.3125,14.1,7.390888825,277,0.7,5
18.32291667,14.9,7.917869848,308,1.6,5
18.33333333,15.3,8.060755978,316,1.9,5
18.34375,15.7,8.438635953,298,1.8,5
18.35416667,15.8,8.769724974,299,2.2,5
18.36458333,16,8.959004263,297,2.7,5
18.375,16.1,8.81648314,293,2.7,5
18.38541667,16,8.237766786,289,2.9,5
18.39583333,16.5,8.953018158,293,2.9,5
18.40625,16.8,9.951132555,293,3,5
18.41666667,16.7,10.31661022,287,3.3,5
18.42708333,16.7,10.31661022,293,3.2,5
18.4375,16.6,10.22146413,292,3.3,5
18.44791667,16.6,10.44683833,289,3.4,5
18.45833333,16.6,10.66926611,281,3.6,5
18.46875,16.7,10.76474902,280,3.5,5
18.47916667,16.9,10.95570979,290,3.5,5
18.48958333,16.7,10.54215386,283,3.7,5
18.5,17.1,10.23551751,281,3.6,5
18.51041667,17,10.14072445,274,3.7,5
18.52083333,17,10.37294548,278,3.7,5
18.53125,17,10.14072445,279,3.8,5
18.54166667,17.2,10.33030865,278,3.7,5
18.55208333,17,10.37294548,279,4,5
18.5625,17,10.37294548,276,3.8,5
18.57291667,17.1,10.46791254,280,3.9,5
18.58333333,17,10.37294548,282,3.9,5
18.59375,16.9,10.73277969,277,4.2,5
18.60416667,16.8,10.63746765,280,3.9,5
18.61458333,16.8,10.63746765,282,4,5
18.625,16.5,10.12631625,282,3.8,5
18.63541667,16.6,9.993058594,287,3.6,5
18.64583333,16.6,9.526794467,283,3.4,5
18.65625,16.6,9.761532966,286,3.2,5
18.66666667,16.4,9.803103984,283,3.3,5
18.67708333,16.1,9.745706707,284,3.2,5
18.6875,16.1,10.19182637,282,3.1,5
18.69791667,15.9,10.00083871,282,3.2,5
18.70833333,15.4,9.95574242,283,3.4,5
18.71875,15.4,9.95574242,289,3.1,5
18.72916667,14.9,9.687893536,292,2.9,5
18.73958333,14.7,9.704291966,290,2.9,5
18.75,14.4,9.62119552,286,2.8,5
18.76041667,14,9.031129386,298,2.2,5
18.77083333,13.6,8.850575869,295,1.8,5
18.78125,13.4,9.058282406,291,2,5
18.79166667,13.3,9.158155191,289,1.9,5
18.80208333,13.1,8.964563586,304,1.9,5
18.8125,12.9,9.156063759,293,1.6,5
18.82291667,13.1,9.350253064,299,1.6,5
18.83333333,13.2,9.255458637,290,2,5
18.84375,13.1,9.158513144,284,1.6,5
18.85416667,12.9,9.156063759,285,1.5,5
18.86458333,12.6,9.053626088,300,1.1,5
18.875,12.3,8.948212033,308,0.8,5
18.88541667,12.1,8.567389202,326,0.6,5
18.89583333,12.3,8.573469205,342,0.2,5
18.90625,12.2,8.476366228,326,0.2,5
18.91666667,11.9,8.742348026,299,0.3,5
18.92708333,11.7,8.90820623,293,0.5,5
18.9375,11.6,8.987846699,302,0.7,5
18.94791667,11.6,8.987846699,297,1,5
18.95833333,11.7,9.085805183,300,0.7,5
18.96875,11.8,9.183762878,310,0.7,5
18.97916667,12,9.201662844,313,1.1,5
18.98958333,12.1,9.119425152,303,1.1,5
19,11.9,8.742348026,321,0.6,5
19.01041667,11.8,8.644809384,306,0.7,5
19.02083333,11.6,8.449729257,333,0.4,5
19.03125,11.9,8.37288706,337,0,5
19.04166667,12,8.470138659,337,0.2,5
19.05208333,11.9,8.37288706,12,0.3,5
19.0625,10.8,7.84954565,115,0.7,5
19.07291667,10.2,7.616345041,116,0.4,5
19.08333333,9.6,7.372496038,115,0.1,5
19.09375,9.9,7.83697602,108,0,5
19.10416667,10.1,8.033725584,48,0.5,5
19.11458333,10.8,8.20415041,53,0.5,5
19.125,11.2,8.41909504,58,0.6,5
19.13541667,11.4,8.614742041,78,0.7,5
19.14583333,11.2,8.41909504,159,0.3,5
19.15625,10.9,8.990055221,123,0.3,5
19.16666667,11,9.256354608,103,0.5,5
19.17708333,11.4,9.312535896,103,0.9,5
19.1875,11.6,9.16345338,115,0.8,5
19.19791667,11.6,9.337246741,231,0.4,5
19.20833333,11.4,9.482554968,102,0.4,5
19.21875,11.5,9.581053167,110,0.7,5
19.22916667,11.6,9.509266429,98,0.5,5
19.23958333,11.9,9.804357471,108,0.5,5
19.25,11.8,10.04539338,96,0.8,5
19.26041667,11.9,10.31133552,109,1,5
19.27083333,12.2,10.43989997,101,0.9,5
19.28125,12.3,10.36901775,110,0.8,5
19.29166667,12.9,10.78795305,116,0.8,5
19.30208333,13.8,10.59540217,128,1.5,5
19.3125,14.1,10.321133,113,1.5,5
19.32291667,14.8,10.21001786,126,1.7,5
19.33333333,15.1,9.879889525,117,1.2,5
19.34375,15.6,9.71434462,249,0.8,5
19.35416667,14.9,9.476566853,258,1.6,5
19.36458333,14.1,9.127299808,213,1.1,5
19.375,14.2,9.015860194,239,1.1,5
19.38541667,15.1,9.668241767,238,1.6,5
19.39583333,16.1,10.19182637,243,2.2,5
19.40625,16.3,10.38280731,246,2.5,5
19.41666667,16.4,10.47829525,247,2.9,5
19.42708333,16.4,10.25620205,265,2.8,5
19.4375,16.5,10.12631625,250,2.8,5
19.44791667,16.9,10.04592946,248,3,5
19.45833333,17,9.666519453,240,3.2,5
19.46875,17.2,9.855393877,252,3.4,5
19.47916667,17.4,9.801352671,252,3.4,5
19.48958333,17.3,9.949828017,252,3.7,5
19.5,17.4,10.04426011,257,3.9,5
19.51041667,17.2,9.855393877,254,4.1,5
19.52083333,17.3,9.707101728,252,3.8,5
19.53125,17.5,9.895601502,251,4,5
19.54166667,17.5,9.895601502,247,3.9,5
19.55208333,17.5,10.13869015,250,3.9,5
19.5625,17.6,9.989848221,238,3.9,5
19.57291667,17.7,10.08409283,245,3.9,5
19.58333333,17.7,10.32754409,241,3.7,5
19.59375,17.5,9.895601502,240,4,5
19.60416667,17.3,9.707101728,242,4.3,5
19.61458333,17.3,9.949828017,247,4.5,5
19.625,17.2,10.09451319,250,4.4,5
19.63541667,17,9.905281555,250,4.6,5
19.64583333,17,9.666519453,249,4.1,5
19.65625,16.6,9.761532966,244,4,5
19.66666667,16.4,9.571925685,249,4,5
19.67708333,16,9.423172423,250,4,5
19.6875,15.7,9.365068351,255,4.4,5
19.69791667,15.6,9.26990426,251,4,5
19.70833333,15.1,9.016896558,252,3.9,5
19.71875,15.2,9.332328973,249,3.9,5
19.72916667,14.7,9.071203641,245,3.2,5
19.73958333,14.7,9.071203641,243,3.5,5
19.75,14.3,9.11186947,241,3.2,5
19.76041667,14.1,8.709804696,241,2.4,5
19.77083333,13.9,8.727823341,229,2.1,5
19.78125,13.9,8.727823341,219,2,5
19.79166667,13.6,8.850575869,222,1.9,5
19.80208333,13.6,8.850575869,229,1.9,5
19.8125,13.3,8.762797634,203,1.4,5
19.82291667,13,8.671702124,174,1.2,5
19.83333333,12.6,8.864771477,139,1,5
19.84375,12.3,8.948212033,134,0.7,5
19.85416667,12.5,8.767671829,142,0.6,5
19.86458333,12.4,8.670571072,175,0.4,5
19.875,12,8.839885721,159,0.8,5
19.88541667,12.3,9.314777811,143,0.7,5
19.89583333,12.3,9.132493118,175,0.5,5
19.90625,12.2,9.217101929,159,1,5
19.91666667,12.3,9.495111883,172,1.7,5
19.92708333,12.4,9.412452799,141,1.1,5
19.9375,11.9,9.281719784,148,1,5
19.94791667,11.8,9.35964278,152,1.1,5
19.95833333,12,9.379675901,153,1.3,5
19.96875,12.6,9.788553347,183,2,5
19.97916667,13.6,10.40035995,206,2.8,5
19.98958333,13.6,10.40035995,208,2.9,5
20,13.6,10.40035995,203,2.8,5
20.01041667,13.8,10.02988067,208,3.3,5
20.02083333,13.9,10.12696589,204,3.3,5
20.03125,13.8,10.02988067,202,3.3,5
20.04166667,13.6,10.0260207,201,3.2,5
20.05208333,13.6,10.21422184,195,3.3,5
20.0625,13.6,10.0260207,180,3.2,5
20.07291667,13.7,10.12325436,186,3.8,5
20.08333333,13.8,10.02988067,198,3.9,5
20.09375,13.8,10.02988067,200,4.1,5
20.10416667,13.7,9.932794343,201,4.1,5
20.11458333,13.5,9.546288128,205,3.8,5
20.125,13.4,9.831550223,202,3.4,5
20.13541667,13.5,10.11684248,201,3.6,5
20.14583333,13.6,10.0260207,194,3.6,5
20.15625,13.7,10.12325436,187,3.5,5
20.16666667,13.7,10.12325436,190,3.8,5
20.17708333,13.7,9.932794343,194,3.9,5
20.1875,13.8,10.22048696,192,4,5
20.19791667,13.8,10.40897756,193,3.5,5
20.20833333,13.8,10.22048696,190,4.1,5
20.21875,14,10.414949,190,4,5
20.22916667,13.8,10.77980872,192,4,5
20.23958333,13.6,10.0260207,196,3.9,5
20.25,13.2,10.73288601,192,3.7,5
20.26041667,13.2,11.08301935,173,3,5
20.27083333,12.9,11.13026599,165,2.6,5
20.28125,12.9,11.46586527,185,4.1,5
