$T,,
,,
JDAY,EDH,2.134
14.37916667,0.293,
14.38333333,0.271,
14.3875,0.254,
14.39166667,0.241,
14.39583333,0.228,
14.4,0.21,
14.40416667,0.185,
14.40833333,0.171,
14.4125,0.154,
14.41666667,0.142,
14.42083333,0.14,
14.425,0.135,
14.42916667,0.118,
14.43333333,0.116,
14.4375,0.106,
14.44166667,0.095,
14.44583333,0.094,
14.45,0.089,
14.45416667,0.096,
14.45833333,0.092,
14.4625,0.091,
14.46666667,0.095,
14.47083333,0.105,
14.475,0.11,
14.47916667,0.112,
14.48333333,0.12,
14.4875,0.124,
14.49166667,0.138,
14.49583333,0.157,
14.5,0.165,
14.50416667,0.165,
14.50833333,0.173,
14.5125,0.186,
14.51666667,0.207,
14.52083333,0.224,
14.525,0.236,
14.52916667,0.258,
14.53333333,0.271,
14.5375,0.286,
14.54166667,0.311,
14.54583333,0.328,
14.55,0.339,
14.55416667,0.358,
14.55833333,0.376,
14.5625,0.396,
14.56666667,0.422,
14.57083333,0.445,
14.575,0.462,
14.57916667,0.486,
14.58333333,0.508,
14.5875,0.529,
14.59166667,0.553,
14.59583333,0.573,
14.6,0.593,
14.60416667,0.612,
14.60833333,0.641,
14.6125,0.685,
14.61666667,0.711,
14.62083333,0.731,
14.625,0.745,
14.62916667,0.757,
14.63333333,0.782,
14.6375,0.822,
14.64166667,0.85,
14.64583333,0.866,
14.65,0.885,
14.65416667,0.908,
14.65833333,0.925,
14.6625,0.947,
14.66666667,0.968,
14.67083333,0.98,
14.675,1.005,
14.67916667,1.032,
14.68333333,1.04,
14.6875,1.042,
14.69166667,1.061,
14.69583333,1.07,
14.7,1.102,
14.70416667,1.112,
14.70833333,1.107,
14.7125,1.101,
14.71666667,1.102,
14.72083333,1.116,
14.725,1.128,
14.72916667,1.157,
14.73333333,1.171,
14.7375,1.175,
14.74166667,1.175,
14.74583333,1.158,
14.75,1.144,
14.75416667,1.134,
14.75833333,1.144,
14.7625,1.156,
14.76666667,1.183,
14.77083333,1.201,
14.775,1.199,
14.77916667,1.181,
14.78333333,1.166,
14.7875,1.161,
14.79166667,1.164,
14.79583333,1.164,
14.8,1.15,
14.80416667,1.144,
14.80833333,1.151,
14.8125,1.153,
14.81666667,1.134,
14.82083333,1.093,
14.825,1.073,
14.82916667,1.075,
14.83333333,1.092,
14.8375,1.098,
14.84166667,1.079,
14.84583333,1.05,
14.85,1.037,
14.85416667,1.018,
14.85833333,0.982,
14.8625,0.957,
14.86666667,0.945,
14.87083333,0.939,
14.875,0.937,
14.87916667,0.925,
14.88333333,0.909,
14.8875,0.9,
14.89166667,0.9,
14.89583333,0.891,
14.9,0.87,
14.90416667,0.859,
14.90833333,0.838,
14.9125,0.817,
14.91666667,0.807,
14.92083333,0.798,
14.925,0.809,
14.92916667,0.822,
14.93333333,0.823,
14.9375,0.807,
14.94166667,0.789,
14.94583333,0.777,
14.95,0.768,
14.95416667,0.773,
14.95833333,0.783,
14.9625,0.782,
14.96666667,0.792,
14.97083333,0.794,
14.975,0.778,
14.97916667,0.766,
14.98333333,0.754,
14.9875,0.749,
14.99166667,0.76,
14.99583333,0.776,
15,0.788,
15.00416667,0.79,
15.00833333,0.791,
15.0125,0.789,
15.01666667,0.79,
15.02083333,0.795,
15.025,0.804,
15.02916667,0.808,
15.03333333,0.816,
15.0375,0.822,
15.04166667,0.83,
15.04583333,0.844,
15.05,0.858,
15.05416667,0.871,
15.05833333,0.881,
15.0625,0.889,
15.06666667,0.897,
15.07083333,0.912,
15.075,0.925,
15.07916667,0.935,
15.08333333,0.953,
15.0875,0.977,
15.09166667,0.996,
15.09583333,1.017,
15.1,1.028,
15.10416667,1.029,
15.10833333,1.03,
15.1125,1.045,
15.11666667,1.059,
15.12083333,1.088,
15.125,1.121,
15.12916667,1.138,
15.13333333,1.138,
15.1375,1.136,
15.14166667,1.139,
15.14583333,1.147,
15.15,1.157,
15.15416667,1.171,
15.15833333,1.179,
15.1625,1.198,
15.16666667,1.224,
15.17083333,1.22,
15.175,1.198,
15.17916667,1.192,
15.18333333,1.205,
15.1875,1.221,
15.19166667,1.223,
15.19583333,1.216,
15.2,1.196,
15.20416667,1.198,
15.20833333,1.211,
15.2125,1.207,
15.21666667,1.202,
15.22083333,1.194,
15.225,1.182,
15.22916667,1.165,
15.23333333,1.156,
15.2375,1.151,
15.24166667,1.145,
15.24583333,1.145,
15.25,1.128,
15.25416667,1.102,
15.25833333,1.081,
15.2625,1.072,
15.26666667,1.061,
15.27083333,1.055,
15.275,1.039,
15.27916667,1.017,
15.28333333,0.996,
15.2875,0.966,
15.29166667,0.939,
15.29583333,0.917,
15.3,0.901,
15.30416667,0.882,
15.30833333,0.865,
15.3125,0.845,
15.31666667,0.824,
15.32083333,0.797,
15.325,0.771,
15.32916667,0.743,
15.33333333,0.712,
15.3375,0.689,
15.34166667,0.676,
15.34583333,0.656,
15.35,0.624,
15.35416667,0.591,
15.35833333,0.551,
15.3625,0.523,
15.36666667,0.518,
15.37083333,0.501,
15.375,0.483,
15.37916667,0.461,
15.38333333,0.438,
15.3875,0.403,
15.39166667,0.368,
15.39583333,0.33,
15.4,0.31,
15.40416667,0.3,
15.40833333,0.298,
15.4125,0.288,
15.41666667,0.253,
15.42083333,0.221,
15.425,0.196,
15.42916667,0.184,
15.43333333,0.181,
15.4375,0.182,
15.44166667,0.17,
15.44583333,0.153,
15.45,0.133,
15.45416667,0.114,
15.45833333,0.103,
15.4625,0.092,
15.46666667,0.09,
15.47083333,0.098,
15.475,0.105,
15.47916667,0.103,
15.48333333,0.105,
15.4875,0.093,
15.49166667,0.085,
15.49583333,0.092,
15.5,0.111,
15.50416667,0.121,
15.50833333,0.127,
15.5125,0.123,
15.51666667,0.121,
15.52083333,0.13,
15.525,0.141,
15.52916667,0.16,
15.53333333,0.174,
15.5375,0.184,
15.54166667,0.21,
15.54583333,0.24,
15.55,0.248,
15.55416667,0.253,
15.55833333,0.256,
15.5625,0.267,
15.56666667,0.306,
15.57083333,0.344,
15.575,0.378,
15.57916667,0.403,
15.58333333,0.416,
15.5875,0.436,
15.59166667,0.457,
15.59583333,0.475,
15.6,0.511,
15.60416667,0.543,
15.60833333,0.577,
15.6125,0.601,
15.61666667,0.626,
15.62083333,0.653,
15.625,0.678,
15.62916667,0.704,
15.63333333,0.734,
15.6375,0.764,
15.64166667,0.8,
15.64583333,0.826,
15.65,0.837,
15.65416667,0.853,
15.65833333,0.875,
15.6625,0.914,
15.66666667,0.956,
15.67083333,0.979,
15.675,0.991,
15.67916667,1.003,
15.68333333,1.022,
15.6875,1.045,
15.69166667,1.064,
15.69583333,1.089,
15.7,1.109,
15.70416667,1.13,
15.70833333,1.149,
15.7125,1.162,
15.71666667,1.173,
15.72083333,1.191,
15.725,1.197,
15.72916667,1.204,
15.73333333,1.217,
15.7375,1.22,
15.74166667,1.237,
15.74583333,1.255,
15.75,1.267,
15.75416667,1.278,
15.75833333,1.278,
15.7625,1.277,
15.76666667,1.269,
15.77083333,1.266,
15.775,1.268,
15.77916667,1.267,
15.78333333,1.271,
15.7875,1.277,
15.79166667,1.28,
15.79583333,1.262,
15.8,1.252,
15.80416667,1.241,
15.80833333,1.234,
15.8125,1.226,
15.81666667,1.215,
15.82083333,1.206,
15.825,1.194,
15.82916667,1.181,
15.83333333,1.158,
15.8375,1.132,
15.84166667,1.114,
15.84583333,1.096,
15.85,1.086,
15.85416667,1.062,
15.85833333,1.05,
15.8625,1.046,
15.86666667,1.028,
15.87083333,1.006,
15.875,0.985,
15.87916667,0.961,
15.88333333,0.94,
15.8875,0.92,
15.89166667,0.9,
15.89583333,0.882,
15.9,0.872,
15.90416667,0.863,
15.90833333,0.848,
15.9125,0.824,
15.91666667,0.804,
15.92083333,0.79,
15.925,0.78,
15.92916667,0.767,
15.93333333,0.751,
15.9375,0.742,
15.94166667,0.732,
15.94583333,0.72,
15.95,0.705,
15.95416667,0.686,
15.95833333,0.669,
15.9625,0.664,
15.96666667,0.66,
15.97083333,0.658,
15.975,0.652,
15.97916667,0.642,
15.98333333,0.635,
15.9875,0.628,
15.99166667,0.624,
15.99583333,0.624,
16,0.617,
16.00416667,0.608,
16.00833333,0.603,
16.0125,0.609,
16.01666667,0.609,
16.02083333,0.619,
16.025,0.626,
16.02916667,0.623,
16.03333333,0.631,
16.0375,0.636,
16.04166667,0.648,
16.04583333,0.676,
16.05,0.687,
16.05416667,0.69,
16.05833333,0.696,
16.0625,0.704,
16.06666667,0.728,
16.07083333,0.748,
16.075,0.765,
16.07916667,0.776,
16.08333333,0.783,
16.0875,0.808,
16.09166667,0.843,
16.09583333,0.858,
16.1,0.873,
16.10416667,0.888,
16.10833333,0.908,
16.1125,0.933,
16.11666667,0.952,
16.12083333,0.967,
16.125,0.982,
16.12916667,1.009,
16.13333333,1.031,
16.1375,1.053,
16.14166667,1.063,
16.14583333,1.074,
16.15,1.097,
16.15416667,1.113,
16.15833333,1.127,
16.1625,1.148,
16.16666667,1.167,
16.17083333,1.187,
16.175,1.2,
16.17916667,1.209,
16.18333333,1.21,
16.1875,1.22,
16.19166667,1.235,
16.19583333,1.239,
16.2,1.257,
16.20416667,1.265,
16.20833333,1.279,
16.2125,1.281,
16.21666667,1.279,
16.22083333,1.278,
16.225,1.283,
16.22916667,1.297,
16.23333333,1.301,
16.2375,1.301,
16.24166667,1.304,
16.24583333,1.287,
16.25,1.281,
16.25416667,1.261,
16.25833333,1.253,
16.2625,1.249,
16.26666667,1.26,
16.27083333,1.247,
16.275,1.223,
16.27916667,1.218,
16.28333333,1.195,
16.2875,1.182,
16.29166667,1.17,
16.29583333,1.154,
16.3,1.136,
16.30416667,1.115,
16.30833333,1.081,
16.3125,1.05,
16.31666667,1.026,
16.32083333,1.017,
16.325,0.998,
16.32916667,0.979,
16.33333333,0.961,
16.3375,0.936,
16.34166667,0.91,
16.34583333,0.883,
16.35,0.846,
16.35416667,0.814,
16.35833333,0.802,
16.3625,0.783,
16.36666667,0.757,
16.37083333,0.734,
16.375,0.701,
16.37916667,0.672,
16.38333333,0.63,
16.3875,0.597,
16.39166667,0.579,
16.39583333,0.564,
16.4,0.548,
16.40416667,0.518,
16.40833333,0.485,
16.4125,0.46,
16.41666667,0.44,
16.42083333,0.415,
16.425,0.378,
16.42916667,0.343,
16.43333333,0.321,
16.4375,0.305,
16.44166667,0.29,
16.44583333,0.266,
16.45,0.252,
16.45416667,0.247,
16.45833333,0.228,
16.4625,0.204,
16.46666667,0.177,
16.47083333,0.156,
16.475,0.148,
16.47916667,0.145,
16.48333333,0.149,
16.4875,0.144,
16.49166667,0.138,
16.49583333,0.136,
16.5,0.132,
16.50416667,0.114,
16.50833333,0.107,
16.5125,0.111,
16.51666667,0.113,
16.52083333,0.128,
16.525,0.139,
16.52916667,0.149,
16.53333333,0.153,
16.5375,0.165,
16.54166667,0.183,
16.54583333,0.19,
16.55,0.196,
16.55416667,0.2,
16.55833333,0.216,
16.5625,0.234,
16.56666667,0.254,
16.57083333,0.287,
16.575,0.311,
16.57916667,0.33,
16.58333333,0.356,
16.5875,0.379,
16.59166667,0.401,
16.59583333,0.416,
16.6,0.441,
16.60416667,0.471,
16.60833333,0.505,
16.6125,0.541,
16.61666667,0.577,
16.62083333,0.603,
16.625,0.619,
16.62916667,0.646,
16.63333333,0.677,
16.6375,0.714,
16.64166667,0.749,
16.64583333,0.772,
16.65,0.795,
16.65416667,0.824,
16.65833333,0.86,
16.67083333,0.964,
16.675,0.986,
16.67916667,1.019,
16.68333333,1.039,
16.6875,1.058,
16.69166667,1.091,
16.69583333,1.115,
16.7,1.146,
16.70416667,1.177,
16.70833333,1.203,
16.7125,1.227,
16.71666667,1.24,
16.72083333,1.259,
16.725,1.271,
16.72916667,1.3,
16.73333333,1.336,
16.7375,1.349,
16.74166667,1.354,
16.74583333,1.347,
16.75,1.361,
16.75416667,1.385,
16.75833333,1.399,
16.7625,1.394,
16.76666667,1.388,
16.77083333,1.402,
16.775,1.415,
16.77916667,1.428,
16.78333333,1.43,
16.7875,1.416,
16.79166667,1.405,
16.79583333,1.41,
16.8,1.405,
16.80416667,1.405,
16.80833333,1.395,
16.8125,1.366,
16.81666667,1.343,
16.82083333,1.328,
16.825,1.332,
16.82916667,1.334,
16.83333333,1.329,
16.8375,1.312,
16.84166667,1.282,
16.84583333,1.266,
16.85,1.242,
16.85416667,1.213,
16.85833333,1.186,
16.8625,1.167,
16.86666667,1.156,
16.87083333,1.145,
16.875,1.12,
16.87916667,1.083,
16.88333333,1.053,
16.8875,1.02,
16.89166667,1.011,
16.89583333,0.992,
16.9,0.974,
16.90416667,0.961,
16.90833333,0.935,
16.9125,0.903,
16.91666667,0.862,
16.92083333,0.825,
16.925,0.805,
16.92916667,0.787,
16.93333333,0.779,
16.9375,0.758,
16.94166667,0.727,
16.94583333,0.715,
16.95,0.699,
16.95416667,0.675,
16.95833333,0.645,
16.9625,0.62,
16.96666667,0.608,
16.97083333,0.603,
16.975,0.589,
16.97916667,0.569,
16.98333333,0.544,
16.9875,0.522,
16.99166667,0.523,
16.99583333,0.519,
17,0.516,
17.00416667,0.512,
17.00833333,0.503,
17.0125,0.484,
17.01666667,0.482,
17.02083333,0.49,
17.025,0.496,
17.02916667,0.498,
17.03333333,0.491,
17.0375,0.478,
17.04166667,0.479,
17.04583333,0.487,
17.05,0.494,
17.05416667,0.504,
17.05833333,0.522,
17.0625,0.546,
17.06666667,0.56,
17.07083333,0.565,
17.075,0.557,
17.07916667,0.547,
17.08333333,0.579,
17.0875,0.618,
17.09166667,0.648,
17.09583333,0.658,
17.1,0.665,
17.10416667,0.677,
17.10833333,0.688,
17.1125,0.714,
17.11666667,0.738,
17.12083333,0.759,
17.125,0.799,
17.12916667,0.834,
17.13333333,0.857,
17.1375,0.868,
17.14166667,0.871,
17.14583333,0.889,
17.15,0.912,
17.15416667,0.947,
17.15833333,0.986,
17.1625,1.01,
17.16666667,1.033,
17.17083333,1.053,
17.175,1.08,
17.17916667,1.106,
17.18333333,1.128,
17.1875,1.143,
17.19166667,1.144,
17.19583333,1.16,
17.2,1.187,
17.20416667,1.229,
17.20833333,1.256,
17.2125,1.276,
17.21666667,1.287,
17.22083333,1.295,
17.225,1.304,
17.22916667,1.319,
17.23333333,1.324,
17.2375,1.327,
17.24166667,1.34,
17.24583333,1.357,
17.25,1.372,
17.25416667,1.386,
17.25833333,1.376,
17.2625,1.351,
17.26666667,1.351,
17.27083333,1.352,
17.275,1.351,
17.27916667,1.354,
17.28333333,1.36,
17.2875,1.36,
17.29166667,1.345,
17.29583333,1.323,
17.3,1.291,
17.30416667,1.266,
17.30833333,1.266,
17.3125,1.264,
17.31666667,1.24,
17.32083333,1.22,
17.325,1.21,
17.32916667,1.188,
17.33333333,1.174,
17.3375,1.146,
17.34166667,1.112,
17.34583333,1.086,
17.35,1.073,
17.35416667,1.049,
17.35833333,1.022,
17.3625,0.998,
17.36666667,0.961,
17.37083333,0.935,
17.375,0.907,
17.37916667,0.882,
17.38333333,0.849,
17.3875,0.816,
17.39166667,0.794,
17.39583333,0.767,
17.4,0.744,
17.40416667,0.723,
17.40833333,0.681,
17.4125,0.64,
17.41666667,0.602,
17.42083333,0.566,
17.425,0.538,
17.42916667,0.511,
17.43333333,0.482,
17.4375,0.458,
17.44166667,0.44,
17.44583333,0.422,
17.45,0.383,
17.45416667,0.353,
17.45833333,0.328,
17.4625,0.311,
17.46666667,0.301,
17.47083333,0.275,
17.475,0.247,
17.47916667,0.229,
17.48333333,0.212,
17.4875,0.213,
17.49166667,0.197,
17.49583333,0.183,
17.5,0.182,
17.50416667,0.164,
17.50833333,0.157,
17.5125,0.152,
17.51666667,0.141,
17.52083333,0.146,
17.525,0.152,
17.52916667,0.167,
17.53333333,0.17,
17.5375,0.162,
17.54166667,0.164,
17.54583333,0.16,
17.55,0.167,
17.55416667,0.186,
17.55833333,0.199,
17.5625,0.217,
17.56666667,0.235,
17.57083333,0.255,
17.575,0.275,
17.57916667,0.279,
17.58333333,0.282,
17.5875,0.293,
17.59166667,0.32,
17.59583333,0.361,
17.6,0.395,
17.60416667,0.417,
17.60833333,0.434,
17.6125,0.462,
17.61666667,0.487,
17.62083333,0.51,
17.625,0.536,
17.62916667,0.559,
17.63333333,0.599,
17.6375,0.646,
17.64166667,0.681,
17.64583333,0.71,
17.65,0.746,
17.65416667,0.784,
17.65833333,0.818,
17.6625,0.845,
17.66666667,0.877,
17.67083333,0.91,
17.675,0.948,
17.67916667,0.986,
17.68333333,1.007,
17.6875,1.042,
17.69166667,1.088,
17.69583333,1.136,
17.7,1.156,
17.70416667,1.168,
17.70833333,1.185,
17.7125,1.212,
17.71666667,1.259,
17.72083333,1.295,
17.725,1.318,
17.72916667,1.339,
17.73333333,1.357,
17.7375,1.376,
17.74166667,1.396,
17.74583333,1.422,
17.75,1.44,
17.75416667,1.453,
17.75833333,1.47,
17.7625,1.486,
17.76666667,1.509,
17.77083333,1.517,
17.775,1.509,
17.77916667,1.505,
17.78333333,1.513,
17.7875,1.521,
17.79166667,1.527,
17.79583333,1.527,
17.8,1.523,
17.80416667,1.531,
17.80833333,1.524,
17.8125,1.512,
17.81666667,1.495,
17.82083333,1.487,
17.825,1.476,
17.82916667,1.458,
17.83333333,1.444,
17.8375,1.42,
17.84166667,1.41,
17.84583333,1.397,
17.85,1.371,
17.85416667,1.347,
17.85833333,1.319,
17.8625,1.29,
17.86666667,1.267,
17.87083333,1.242,
17.875,1.224,
17.87916667,1.198,
17.88333333,1.171,
17.8875,1.139,
17.89166667,1.102,
17.89583333,1.071,
17.9,1.034,
17.90416667,1.008,
17.90833333,0.984,
17.9125,0.953,
17.91666667,0.938,
17.92083333,0.909,
17.925,0.868,
17.92916667,0.839,
17.93333333,0.803,
17.9375,0.775,
17.94166667,0.753,
17.94583333,0.727,
17.95,0.698,
17.95416667,0.666,
17.95833333,0.627,
17.9625,0.606,
17.96666667,0.574,
17.97083333,0.547,
17.975,0.535,
17.97916667,0.504,
17.98333333,0.475,
17.9875,0.456,
17.99166667,0.437,
17.99583333,0.421,
18,0.4,
18.00416667,0.379,
18.00833333,0.364,
18.0125,0.34,
18.01666667,0.323,
18.02083333,0.317,
18.025,0.299,
18.02916667,0.29,
18.03333333,0.286,
18.0375,0.283,
18.04166667,0.27,
18.04583333,0.27,
18.05,0.273,
18.05416667,0.274,
18.05833333,0.28,
18.0625,0.283,
18.06666667,0.286,
18.07083333,0.286,
18.075,0.292,
18.07916667,0.303,
18.08333333,0.317,
18.0875,0.326,
18.09166667,0.348,
18.09583333,0.374,
18.1,0.389,
18.10416667,0.404,
18.10833333,0.424,
18.1125,0.442,
18.11666667,0.467,
18.12083333,0.494,
18.125,0.519,
18.12916667,0.545,
18.13333333,0.57,
18.1375,0.598,
18.14166667,0.626,
18.14583333,0.646,
18.15,0.667,
18.15416667,0.702,
18.15833333,0.734,
18.1625,0.75,
18.16666667,0.775,
18.17083333,0.797,
18.175,0.842,
18.17916667,0.889,
18.18333333,0.916,
18.1875,0.935,
18.19166667,0.954,
18.19583333,0.974,
18.2,0.996,
18.20416667,1.015,
18.20833333,1.048,
18.2125,1.086,
18.21666667,1.126,
18.22083333,1.155,
18.225,1.169,
18.22916667,1.175,
18.23333333,1.192,
18.2375,1.216,
18.24166667,1.236,
18.24583333,1.256,
18.25,1.272,
18.25416667,1.295,
18.25833333,1.318,
18.2625,1.327,
18.26666667,1.321,
18.27083333,1.333,
18.275,1.339,
18.27916667,1.352,
18.28333333,1.363,
18.2875,1.37,
18.29166667,1.374,
18.29583333,1.369,
18.3,1.361,
18.30416667,1.353,
18.30833333,1.355,
18.3125,1.359,
18.31666667,1.348,
18.32083333,1.329,
18.325,1.304,
18.32916667,1.286,
18.33333333,1.277,
18.3375,1.27,
18.34166667,1.263,
18.34583333,1.244,
18.35,1.221,
18.35416667,1.193,
18.35833333,1.158,
18.3625,1.12,
18.36666667,1.089,
18.37083333,1.073,
18.375,1.058,
18.37916667,1.04,
18.38333333,1.002,
18.3875,0.965,
18.39166667,0.932,
18.39583333,0.897,
18.4,0.866,
18.40416667,0.831,
18.40833333,0.803,
18.4125,0.791,
18.41666667,0.765,
18.42083333,0.738,
18.425,0.694,
18.42916667,0.652,
18.43333333,0.627,
18.4375,0.602,
18.44166667,0.573,
18.44583333,0.536,
18.45,0.505,
18.45416667,0.493,
18.45833333,0.484,
18.4625,0.461,
18.46666667,0.423,
18.47083333,0.39,
18.475,0.357,
18.47916667,0.34,
18.48333333,0.323,
18.4875,0.293,
18.49166667,0.27,
18.49583333,0.262,
18.5,0.267,
18.50416667,0.256,
18.50833333,0.223,
18.5125,0.199,
18.51666667,0.178,
18.52083333,0.161,
18.525,0.157,
18.52916667,0.155,
18.53333333,0.16,
18.5375,0.168,
18.54166667,0.176,
18.54583333,0.171,
18.55,0.159,
18.55416667,0.152,
18.55833333,0.141,
18.5625,0.16,
18.56666667,0.172,
18.57083333,0.181,
18.575,0.209,
18.57916667,0.227,
18.58333333,0.248,
18.5875,0.264,
18.59166667,0.279,
18.59583333,0.296,
18.6,0.321,
18.60416667,0.352,
18.60833333,0.381,
18.6125,0.397,
18.61666667,0.422,
18.62083333,0.456,
18.625,0.484,
18.62916667,0.511,
18.63333333,0.537,
18.6375,0.56,
18.64166667,0.598,
18.64583333,0.647,
18.65,0.68,
18.65416667,0.72,
18.65833333,0.752,
18.6625,0.787,
18.66666667,0.823,
18.67083333,0.851,
18.675,0.885,
18.67916667,0.911,
18.68333333,0.939,
18.6875,0.981,
18.69166667,1.021,
18.69583333,1.062,
18.7,1.104,
18.70416667,1.142,
18.70833333,1.177,
18.7125,1.202,
18.71666667,1.217,
18.72083333,1.24,
18.725,1.262,
18.72916667,1.312,
18.73333333,1.362,
18.7375,1.397,
18.74166667,1.415,
18.74583333,1.434,
18.75,1.448,
18.75416667,1.469,
18.75833333,1.5,
18.7625,1.523,
18.76666667,1.555,
18.77083333,1.577,
18.775,1.59,
18.77916667,1.588,
18.78333333,1.598,
18.7875,1.607,
18.79166667,1.62,
18.79583333,1.623,
18.8,1.624,
18.80416667,1.639,
18.80833333,1.645,
18.8125,1.638,
18.81666667,1.631,
18.82083333,1.631,
18.825,1.624,
18.82916667,1.618,
18.83333333,1.604,
18.8375,1.586,
18.84166667,1.567,
18.84583333,1.536,
18.85,1.513,
18.85416667,1.499,
18.85833333,1.485,
18.8625,1.469,
18.86666667,1.439,
18.87083333,1.406,
18.875,1.372,
18.87916667,1.346,
18.88333333,1.316,
18.8875,1.286,
18.89166667,1.252,
18.89583333,1.215,
18.9,1.182,
18.90416667,1.138,
18.90833333,1.106,
18.9125,1.085,
18.91666667,1.062,
18.92083333,1.023,
18.925,0.98,
18.92916667,0.938,
18.93333333,0.9,
18.9375,0.871,
18.94166667,0.829,
18.94583333,0.798,
18.95,0.771,
18.95416667,0.744,
18.95833333,0.718,
18.9625,0.671,
18.96666667,0.621,
18.97083333,0.585,
18.975,0.548,
18.97916667,0.522,
18.98333333,0.498,
18.9875,0.463,
18.99166667,0.433,
18.99583333,0.407,
19,0.386,
19.00416667,0.358,
19.00833333,0.317,
19.0125,0.28,
19.01666667,0.249,
19.02083333,0.232,
19.025,0.217,
19.02916667,0.205,
19.03333333,0.185,
19.0375,0.165,
19.04166667,0.152,
19.04583333,0.147,
19.05,0.128,
19.05416667,0.105,
19.05833333,0.094,
19.0625,0.089,
19.06666667,0.098,
19.07083333,0.108,
19.075,0.113,
19.07916667,0.115,
19.08333333,0.108,
19.0875,0.12,
19.09166667,0.135,
19.09583333,0.131,
19.1,0.137,
19.10416667,0.15,
19.10833333,0.16,
19.1125,0.19,
19.11666667,0.228,
19.12083333,0.257,
19.125,0.279,
19.12916667,0.285,
19.13333333,0.295,
19.1375,0.305,
19.14166667,0.32,
19.14583333,0.357,
19.15,0.407,
19.15416667,0.441,
19.15833333,0.471,
19.1625,0.492,
19.16666667,0.516,
19.17083333,0.542,
19.175,0.578,
19.17916667,0.601,
19.18333333,0.617,
19.1875,0.658,
19.19166667,0.702,
19.19583333,0.752,
19.2,0.787,
19.20416667,0.813,
19.20833333,0.831,
19.2125,0.853,
19.21666667,0.887,
19.22083333,0.928,
19.225,0.952,
19.22916667,0.985,
19.23333333,1.024,
19.2375,1.065,
19.24166667,1.109,
19.24583333,1.125,
19.25,1.141,
19.25416667,1.151,
19.25833333,1.174,
19.2625,1.199,
19.26666667,1.224,
19.27083333,1.255,
19.275,1.284,
19.27916667,1.303,
19.28333333,1.314,
19.2875,1.319,
19.29166667,1.329,
19.29583333,1.339,
19.3,1.35,
19.30416667,1.343,
19.30833333,1.341,
19.3125,1.354,
19.31666667,1.367,
19.32083333,1.375,
19.325,1.36,
19.32916667,1.342,
19.33333333,1.323,
19.3375,1.331,
19.34166667,1.335,
19.34583333,1.318,
19.35,1.304,
19.35416667,1.295,
19.35833333,1.281,
19.3625,1.26,
19.36666667,1.236,
19.37083333,1.216,
19.375,1.196,
19.37916667,1.191,
19.38333333,1.152,
19.3875,1.118,
19.39166667,1.099,
19.39583333,1.086,
19.4,1.071,
19.40416667,1.037,
19.40833333,0.996,
19.4125,0.954,
19.41666667,0.928,
19.42083333,0.908,
19.425,0.875,
19.42916667,0.845,
19.43333333,0.82,
19.4375,0.801,
19.44166667,0.776,
19.44583333,0.734,
19.45,0.693,
19.45416667,0.657,
19.45833333,0.634,
19.4625,0.606,
19.46666667,0.581,
19.47083333,0.561,
19.475,0.536,
19.47916667,0.516,
19.48333333,0.494,
19.4875,0.47,
19.49166667,0.448,
19.49583333,0.426,
19.5,0.403,
19.50416667,0.371,
19.50833333,0.341,
19.5125,0.323,
19.51666667,0.309,
19.52083333,0.302,
19.525,0.282,
19.52916667,0.263,
19.53333333,0.259,
19.5375,0.265,
19.54166667,0.264,
19.54583333,0.247,
19.55,0.23,
19.55416667,0.216,
19.55833333,0.22,
19.5625,0.225,
19.56666667,0.222,
19.57083333,0.215,
19.575,0.22,
19.57916667,0.236,
19.58333333,0.259,
19.5875,0.281,
19.59166667,0.294,
19.59583333,0.3,
19.6,0.31,
19.60416667,0.333,
19.60833333,0.358,
19.6125,0.373,
19.61666667,0.398,
19.62083333,0.422,
19.625,0.459,
19.62916667,0.5,
19.63333333,0.524,
19.6375,0.55,
19.64166667,0.569,
19.64583333,0.591,
19.65,0.632,
19.65416667,0.679,
19.65833333,0.72,
19.6625,0.764,
19.66666667,0.797,
19.67083333,0.822,
19.675,0.857,
19.67916667,0.885,
19.68333333,0.922,
19.6875,0.951,
19.69166667,0.98,
19.69583333,1.03,
19.7,1.077,
19.70416667,1.124,
19.70833333,1.151,
19.7125,1.168,
19.71666667,1.199,
19.72083333,1.239,
19.725,1.275,
19.72916667,1.312,
19.73333333,1.345,
19.7375,1.383,
19.74166667,1.424,
19.74583333,1.454,
19.75,1.472,
19.75416667,1.493,
19.75833333,1.516,
19.7625,1.554,
19.76666667,1.576,
19.77083333,1.593,
19.775,1.638,
19.77916667,1.678,
19.78333333,1.698,
19.7875,1.709,
19.79166667,1.717,
19.79583333,1.724,
19.8,1.736,
19.80416667,1.735,
19.80833333,1.732,
19.8125,1.756,
19.81666667,1.775,
19.82083333,1.785,
19.825,1.78,
19.82916667,1.764,
19.83333333,1.762,
19.8375,1.764,
19.84166667,1.751,
19.84583333,1.736,
19.85,1.724,
19.85416667,1.694,
19.85833333,1.658,
19.8625,1.631,
19.86666667,1.617,
19.87083333,1.618,
19.875,1.609,
19.87916667,1.568,
19.88333333,1.524,
19.8875,1.495,
19.89166667,1.465,
19.89583333,1.435,
19.9,1.391,
19.90416667,1.347,
19.90833333,1.32,
19.9125,1.294,
19.91666667,1.265,
19.92083333,1.213,
19.925,1.161,
19.92916667,1.125,
19.93333333,1.097,
