$T,
14.525,24
14.52916667,24.1
14.53333333,24.1
14.5375,24.1
14.54166667,24.1
14.54583333,24
14.55,24
14.55416667,24.1
14.55833333,24.1
14.5625,24
14.56666667,24
14.57083333,24
14.575,24
14.57916667,24
14.58333333,24
14.5875,24
14.59166667,24
14.59583333,24
14.6,24
14.60416667,24.1
14.60833333,24.1
14.6125,24.1
14.61666667,24.1
14.62083333,24.1
14.625,24.2
14.62916667,24.2
14.63333333,24.3
14.6375,24.3
14.64166667,24.4
14.64583333,24.4
14.65,24.4
14.65416667,24.4
14.65833333,24.4
14.6625,24.4
14.66666667,24.4
14.67083333,24.5
14.675,24.5
14.67916667,24.5
14.68333333,24.5
14.6875,24.5
14.69166667,24.5
14.69583333,24.5
14.7,24.5
14.70416667,24.5
14.70833333,24.5
14.7125,24.5
14.71666667,24.5
14.72083333,24.5
14.725,24.5
14.72916667,24.5
14.73333333,24.4
14.7375,24.4
14.74166667,24.4
14.74583333,24.4
14.75,24.4
14.75416667,24.3
14.75833333,24.3
14.7625,24.2
14.76666667,24
14.77083333,23.8
14.775,23.7
14.77916667,23.6
14.78333333,23.5
14.7875,23.5
14.79166667,23.5
14.79583333,23.5
14.8,23.4
14.80416667,23.4
14.80833333,23.3
14.8125,23.2
14.81666667,23.2
14.82083333,23.2
14.825,23.2
14.82916667,23.2
14.83333333,23.2
14.8375,23.2
14.84166667,23.3
14.84583333,23.5
14.85,23.8
14.85416667,24
14.85833333,24.1
14.8625,24.2
14.86666667,24.2
14.87083333,24.2
14.875,24.3
14.87916667,24.2
14.88333333,24.3
14.8875,24.3
14.89166667,24.2
14.89583333,24.3
14.9,24.2
14.90416667,24.2
14.90833333,24.2
14.9125,24.1
14.91666667,24.1
14.92083333,24.1
14.925,24.1
14.92916667,24.1
14.93333333,24.2
14.9375,24.2
14.94166667,24.2
14.94583333,24.3
14.95,24.3
14.95416667,24.3
14.95833333,24.4
14.9625,24.4
14.96666667,24.5
14.97083333,24.5
14.975,24.6
14.97916667,24.7
14.98333333,24.6
14.9875,24.6
14.99166667,24.5
14.99583333,24.4
15,24.4
15.00416667,24.4
15.00833333,24.4
15.0125,24.4
15.01666667,24.5
15.02083333,24.5
15.025,24.5
15.02916667,24.5
15.03333333,24.5
15.0375,24.5
15.04166667,24.5
15.04583333,24.5
15.05,24.6
15.05416667,24.6
15.05833333,24.6
15.0625,24.6
15.06666667,24.5
15.07083333,24.5
15.075,24.5
15.07916667,24.5
15.08333333,24.4
15.0875,24.4
15.09166667,24.4
15.09583333,24.3
15.1,24.4
15.10416667,24.4
15.10833333,24.4
15.1125,24.4
15.11666667,24.5
15.12083333,24.5
15.125,24.5
15.12916667,24.5
15.13333333,24.5
15.1375,24.5
15.14166667,24.5
15.14583333,24.5
15.15,24.5
15.15416667,24.5
15.15833333,24.6
15.1625,24.6
15.16666667,24.6
15.17083333,24.6
15.175,24.6
15.17916667,24.6
15.18333333,24.6
15.1875,24.6
15.19166667,24.6
15.19583333,24.6
15.2,24.6
15.20416667,24.6
15.20833333,24.6
15.2125,24.6
15.21666667,24.6
15.22083333,24.6
15.225,24.6
15.22916667,24.6
15.23333333,24.6
15.2375,24.6
15.24166667,24.6
15.24583333,24.6
15.25,24.6
15.25416667,24.6
15.25833333,24.5
15.2625,24.4
15.26666667,24.2
15.27083333,24.1
15.275,24.1
15.27916667,24
15.28333333,24
15.2875,24
15.29166667,24
15.29583333,24
15.3,24
15.30416667,24
15.30833333,24
15.3125,24
15.31666667,23.9
15.32083333,23.9
15.325,23.8
15.32916667,23.8
15.33333333,23.7
15.3375,23.6
15.34166667,23.6
15.34583333,23.6
15.35,23.6
15.35416667,23.6
15.35833333,23.7
15.3625,23.7
15.36666667,23.7
15.37083333,23.8
15.375,23.9
15.37916667,23.9
15.38333333,24
15.3875,24
15.39166667,24
15.39583333,24
15.4,24
15.40416667,24
15.40833333,24
15.4125,24
15.41666667,24
15.42083333,24
15.425,24
15.42916667,24
15.43333333,24
15.4375,24.1
15.44166667,24.1
15.44583333,24.1
15.45,24.1
15.45416667,24.1
15.45833333,24.1
15.4625,24.1
15.46666667,24.1
15.47083333,24.1
15.475,24.1
15.47916667,24.1
15.48333333,24.1
15.4875,24.1
15.49166667,24.1
15.49583333,24.1
15.5,24.1
15.50416667,24
15.50833333,24
15.5125,23.9
15.51666667,24
15.52083333,24
15.525,24
15.52916667,24
15.53333333,24
15.5375,24
15.54166667,24
15.54583333,24
15.55,24
15.55416667,24
15.55833333,24
15.5625,24
15.56666667,24
15.57083333,24
15.575,24
15.57916667,24
15.58333333,24
15.5875,24
15.59166667,24
15.59583333,24
15.6,24
15.60416667,24
15.60833333,24
15.6125,24.1
15.61666667,24.1
15.62083333,24.1
15.625,24.2
15.62916667,24.1
15.63333333,24.1
15.6375,24.1
15.64166667,24.2
15.64583333,24.2
15.65,24.2
15.65416667,24.2
15.65833333,24.3
15.6625,24.3
15.66666667,24.4
15.67083333,24.4
15.675,24.4
15.67916667,24.4
15.68333333,24.4
15.6875,24.4
15.69166667,24.4
15.69583333,24.4
15.7,24.4
15.70416667,24.4
15.70833333,24.4
15.7125,24.4
15.71666667,24.4
15.72083333,24.4
15.725,24.4
15.72916667,24.4
15.73333333,24.4
15.7375,24.4
15.74166667,24.4
15.74583333,24.4
15.75,24.4
15.75416667,24.4
15.75833333,24.4
15.7625,24.4
15.76666667,24.4
15.77083333,24.4
15.775,24.4
15.77916667,24.4
15.78333333,24.4
15.7875,24.4
15.79166667,24.5
15.79583333,24.4
15.8,24.4
15.80416667,24.4
15.80833333,24.4
15.8125,24.4
15.81666667,24.4
15.82083333,24.4
15.825,24.4
15.82916667,24.3
15.83333333,24.3
15.8375,24.2
15.84166667,24.1
15.84583333,24
15.85,24
15.85416667,23.9
15.85833333,23.8
15.8625,23.7
15.86666667,23.8
15.87083333,24
15.875,24.2
15.87916667,24.2
15.88333333,24.3
15.8875,24.3
15.89166667,24.4
15.89583333,24.4
15.9,24.4
15.90416667,24.4
15.90833333,24.4
15.9125,24.4
15.91666667,24.5
15.92083333,24.5
15.925,24.4
15.92916667,24.4
15.93333333,24.5
15.9375,24.5
15.94166667,24.5
15.94583333,24.5
15.95,24.6
15.95416667,24.6
15.95833333,24.5
15.9625,24.5
15.96666667,24.5
15.97083333,24.5
15.975,24.6
15.97916667,24.6
15.98333333,24.6
15.9875,24.7
15.99166667,24.7
15.99583333,24.7
16,24.7
16.00416667,24.6
16.00833333,24.6
16.0125,24.6
16.01666667,24.6
16.02083333,24.6
16.025,24.6
16.02916667,24.6
16.03333333,24.6
16.0375,24.6
16.04166667,24.6
16.04583333,24.6
16.05,24.6
16.05416667,24.6
16.05833333,24.6
16.0625,24.6
16.06666667,24.6
16.07083333,24.6
16.075,24.6
16.07916667,24.6
16.08333333,24.6
16.0875,24.6
16.09166667,24.6
16.09583333,24.6
16.1,24.6
16.10416667,24.6
16.10833333,24.6
16.1125,24.6
16.11666667,24.5
16.12083333,24.5
16.125,24.4
16.12916667,24.4
16.13333333,24.4
16.1375,24.4
16.14166667,24.4
16.14583333,24.4
16.15,24.4
16.15416667,24.4
16.15833333,24.5
16.1625,24.5
16.16666667,24.5
16.17083333,24.5
16.175,24.5
16.17916667,24.5
16.18333333,24.6
16.1875,24.6
16.19166667,24.6
16.19583333,24.6
16.2,24.6
16.20416667,24.6
16.20833333,24.6
16.2125,24.6
16.21666667,24.6
16.22083333,24.6
16.225,24.6
16.22916667,24.6
16.23333333,24.6
16.2375,24.6
16.24166667,24.6
16.24583333,24.6
16.25,24.6
16.25416667,24.6
16.25833333,24.6
16.2625,24.6
16.26666667,24.6
16.27083333,24.6
16.275,24.6
16.27916667,24.6
16.28333333,24.6
16.2875,24.6
16.29166667,24.6
16.29583333,24.6
16.3,24.6
16.30416667,24.6
16.30833333,24.6
16.3125,24.6
16.31666667,24.6
16.32083333,24.6
16.325,24.6
16.32916667,24.6
16.33333333,24.6
16.3375,24.6
16.34166667,24.6
16.34583333,24.6
16.35,24.6
16.35416667,24.6
16.35833333,24.5
16.3625,24.5
16.36666667,24.5
16.37083333,24.5
16.375,24.4
16.37916667,24.3
16.38333333,24.3
16.3875,24.3
16.39166667,24.3
16.39583333,24.3
16.4,24.3
16.40416667,24.3
16.40833333,24.3
16.4125,24.3
16.41666667,24.3
16.42083333,24.3
16.425,24.2
16.42916667,24.2
16.43333333,24.2
16.4375,24.2
16.44166667,24.2
16.44583333,24.2
16.45,24.2
16.45416667,24.2
16.45833333,24.1
16.4625,24.1
16.46666667,24.1
16.47083333,24.2
16.475,24.2
16.47916667,24.2
16.48333333,24.2
16.4875,24.2
16.49166667,24.2
16.49583333,24.2
16.5,24.2
16.50416667,24.3
16.50833333,24.3
16.5125,24.3
16.51666667,24.3
16.52083333,24.3
16.525,24.3
16.52916667,24.3
16.53333333,24.2
16.5375,24.2
16.54166667,24.2
16.54583333,24.2
16.55,24.1
16.55416667,24.1
16.55833333,24.1
16.5625,24.1
16.56666667,24.1
16.57083333,24.1
16.575,24.1
16.57916667,24.1
16.58333333,24.1
16.5875,24.1
16.59166667,24.1
16.59583333,24.1
16.6,24.1
16.60416667,24.1
16.60833333,24.1
16.6125,24.1
16.61666667,24.1
16.62083333,24.1
16.625,24.1
16.62916667,24.1
16.63333333,24.1
16.6375,24.2
16.64166667,24.2
16.64583333,24.2
16.65,24.2
16.65416667,24.2
16.65833333,24.2
16.6625,24.2
16.66666667,24.2
16.67083333,24.2
16.675,24.2
16.67916667,24.2
16.68333333,24.2
16.6875,24.2
16.69166667,24.2
16.69583333,24.3
16.7,24.3
16.70416667,24.3
16.70833333,24.3
16.7125,24.3
16.71666667,24.3
16.72083333,24.3
16.725,24.3
16.72916667,24.3
16.73333333,24.3
16.7375,24.3
16.74166667,24.3
16.74583333,24.4
16.75,24.4
16.75416667,24.4
16.75833333,24.5
16.7625,24.5
16.76666667,24.5
16.77083333,24.6
16.775,24.6
16.77916667,24.6
16.78333333,24.6
16.7875,24.6
16.79166667,24.6
16.79583333,24.5
16.8,24.5
16.80416667,24.5
16.80833333,24.5
16.8125,24.5
16.81666667,24.5
16.82083333,24.5
16.825,24.5
16.82916667,24.5
16.83333333,24.5
16.8375,24.5
16.84166667,24.5
16.84583333,24.5
16.85,24.5
16.85416667,24.5
16.85833333,24.5
16.8625,24.5
16.86666667,24.5
16.87083333,24.5
16.875,24.5
16.87916667,24.5
16.88333333,24.5
16.8875,24.5
16.89166667,24.4
16.89583333,24.4
16.9,24.4
16.90416667,24.3
16.90833333,24.3
16.9125,24.3
16.91666667,24.4
16.92083333,24.4
16.925,24.4
16.92916667,24.4
16.93333333,24.5
16.9375,24.5
16.94166667,24.5
16.94583333,24.5
16.95,24.5
16.95416667,24.5
16.95833333,24.5
16.9625,24.5
16.96666667,24.5
16.97083333,24.5
16.975,24.5
16.97916667,24.5
16.98333333,24.5
16.9875,24.6
16.99166667,24.6
16.99583333,24.6
17,24.6
17.00416667,24.6
17.00833333,24.6
17.0125,24.6
17.01666667,24.6
17.02083333,24.6
17.025,24.6
17.02916667,24.6
17.03333333,24.5
17.0375,24.5
17.04166667,24.5
17.04583333,24.4
17.05,24.4
17.05416667,24.4
17.05833333,24.4
17.0625,24.5
17.06666667,24.5
17.07083333,24.5
17.075,24.5
17.07916667,24.5
17.08333333,24.5
17.0875,24.5
17.09166667,24.5
17.09583333,24.5
17.1,24.5
17.10416667,24.5
17.10833333,24.5
17.1125,24.5
17.11666667,24.5
17.12083333,24.5
17.125,24.5
17.12916667,24.6
17.13333333,24.6
17.1375,24.6
17.14166667,24.6
17.14583333,24.6
17.15,24.6
17.15416667,24.7
17.15833333,24.7
17.1625,24.7
17.16666667,24.6
17.17083333,24.6
17.175,24.5
17.17916667,24.5
17.18333333,24.5
17.1875,24.5
17.19166667,24.5
17.19583333,24.5
17.2,24.5
17.20416667,24.5
17.20833333,24.5
17.2125,24.5
17.21666667,24.5
17.22083333,24.6
17.225,24.6
17.22916667,24.6
17.23333333,24.6
17.2375,24.6
17.24166667,24.6
17.24583333,24.6
17.25,24.6
17.25416667,24.6
17.25833333,24.6
17.2625,24.6
17.26666667,24.7
17.27083333,24.7
17.275,24.7
17.27916667,24.7
17.28333333,24.7
17.2875,24.7
17.29166667,24.6
17.29583333,24.6
17.3,24.6
17.30416667,24.6
17.30833333,24.6
17.3125,24.6
17.31666667,24.6
17.32083333,24.7
17.325,24.7
17.32916667,24.7
17.33333333,24.7
17.3375,24.7
17.34166667,24.7
17.34583333,24.7
17.35,24.7
17.35416667,24.7
17.35833333,24.7
17.3625,24.7
17.36666667,24.7
17.37083333,24.7
17.375,24.7
17.37916667,24.7
17.38333333,24.7
17.3875,24.7
17.39166667,24.7
17.39583333,24.6
17.4,24.6
17.40416667,24.6
17.40833333,24.6
17.4125,24.6
17.41666667,24.6
17.42083333,24.5
17.425,24.5
17.42916667,24.4
17.43333333,24.4
17.4375,24.4
17.44166667,24.4
17.44583333,24.4
17.45,24.4
17.45416667,24.4
17.45833333,24.4
17.4625,24.4
17.46666667,24.4
17.47083333,24.4
17.475,24.4
17.47916667,24.4
17.48333333,24.4
17.4875,24.4
17.49166667,24.4
17.49583333,24.4
17.5,24.4
17.50416667,24.4
17.50833333,24.4
17.5125,24.4
17.51666667,24.4
17.52083333,24.4
17.525,24.4
17.52916667,24.4
17.53333333,24.4
17.5375,24.4
17.54166667,24.4
17.54583333,24.4
17.55,24.4
17.55416667,24.4
17.55833333,24.4
17.5625,24.4
17.56666667,24.4
17.57083333,24.3
17.575,24.3
17.57916667,24.3
17.58333333,24.3
17.5875,24.3
17.59166667,24.3
17.59583333,24.3
17.6,24.3
17.60416667,24.3
17.60833333,24.3
17.6125,24.3
17.61666667,24.3
17.62083333,24.3
17.625,24.3
17.62916667,24.3
17.63333333,24.3
17.6375,24.3
17.64166667,24.3
17.64583333,24.3
17.65,24.3
17.65416667,24.3
17.65833333,24.3
17.6625,24.3
17.66666667,24.3
17.67083333,24.3
17.675,24.3
17.67916667,24.3
17.68333333,24.3
17.6875,24.3
17.69166667,24.3
17.69583333,24.3
17.7,24.3
17.70416667,24.3
17.70833333,24.3
17.7125,24.3
17.71666667,24.3
17.72083333,24.3
17.725,24.3
17.72916667,24.3
17.73333333,24.3
17.7375,24.3
17.74166667,24.3
17.74583333,24.3
17.75,24.4
17.75416667,24.4
17.75833333,24.4
17.7625,24.4
17.76666667,24.4
17.77083333,24.4
17.775,24.4
17.77916667,24.5
17.78333333,24.6
17.7875,24.7
17.79166667,24.8
17.79583333,24.8
17.8,24.8
17.80416667,24.8
17.80833333,24.9
17.8125,24.9
17.81666667,24.9
17.82083333,24.9
17.825,24.9
17.82916667,24.9
17.83333333,24.8
17.8375,24.8
17.84166667,24.8
17.84583333,24.8
17.85,24.8
17.85416667,24.8
17.85833333,24.8
17.8625,24.8
17.86666667,24.8
17.87083333,24.8
17.875,24.8
17.87916667,24.8
17.88333333,24.8
17.8875,24.8
17.89166667,24.8
17.89583333,24.7
17.9,24.7
17.90416667,24.8
17.90833333,24.7
17.9125,24.7
17.91666667,24.6
17.92083333,24.5
17.925,24.5
17.92916667,24.5
17.93333333,24.6
17.9375,24.6
17.94166667,24.6
17.94583333,24.7
17.95,24.8
17.95416667,24.8
17.95833333,24.8
17.9625,24.8
17.96666667,24.8
17.97083333,24.8
17.975,24.8
17.97916667,24.8
17.98333333,24.8
17.9875,24.8
17.99166667,24.8
17.99583333,24.8
18,24.8
18.00416667,24.8
18.00833333,24.8
18.0125,24.8
18.01666667,24.8
18.02083333,24.8
18.025,24.8
18.02916667,24.8
18.03333333,24.8
18.0375,24.8
18.04166667,24.8
18.04583333,24.8
18.05,24.8
18.05416667,24.8
18.05833333,24.8
18.0625,24.8
18.06666667,24.8
18.07083333,24.8
18.075,24.8
18.07916667,24.8
18.08333333,24.8
18.0875,24.9
18.09166667,24.9
18.09583333,24.9
18.1,24.9
18.10416667,24.8
18.10833333,24.8
18.1125,24.8
18.11666667,24.8
18.12083333,24.8
18.125,24.8
18.12916667,24.8
18.13333333,24.8
18.1375,24.7
18.14166667,24.7
18.14583333,24.7
18.15,24.7
18.15416667,24.7
18.15833333,24.7
18.1625,24.7
18.16666667,24.7
18.17083333,24.7
18.175,24.7
18.17916667,24.7
18.18333333,24.7
18.1875,24.7
18.19166667,24.7
18.19583333,24.7
18.2,24.7
18.20416667,24.7
18.20833333,24.7
18.2125,24.7
18.21666667,24.8
18.22083333,24.8
18.225,24.7
18.22916667,24.7
18.23333333,24.7
18.2375,24.7
18.24166667,24.7
18.24583333,24.7
18.25,24.6
18.25416667,24.6
18.25833333,24.6
18.2625,24.6
18.26666667,24.6
18.27083333,24.6
18.275,24.6
18.27916667,24.6
18.28333333,24.6
18.2875,24.6
18.29166667,24.6
18.29583333,24.6
18.3,24.6
18.30416667,24.6
18.30833333,24.6
18.3125,24.6
18.31666667,24.6
18.32083333,24.6
18.325,24.6
18.32916667,24.6
18.33333333,24.6
18.3375,24.6
18.34166667,24.6
18.34583333,24.6
18.35,24.7
18.35416667,24.7
18.35833333,24.7
18.3625,24.7
18.36666667,24.7
18.37083333,24.7
18.375,24.7
18.37916667,24.7
18.38333333,24.7
18.3875,24.7
18.39166667,24.7
18.39583333,24.7
18.4,24.7
18.40416667,24.7
18.40833333,24.7
18.4125,24.7
18.41666667,24.7
18.42083333,24.7
18.425,24.7
18.42916667,24.7
18.43333333,24.7
18.4375,24.7
18.44166667,24.7
18.44583333,24.7
18.45,24.7
18.45416667,24.7
18.45833333,24.7
18.4625,24.7
18.46666667,24.7
18.47083333,24.6
18.475,24.6
18.47916667,24.6
18.48333333,24.6
18.4875,24.6
18.49166667,24.6
18.49583333,24.5
18.5,24.5
18.50416667,24.5
18.50833333,24.5
18.5125,24.5
18.51666667,24.5
18.52083333,24.5
18.525,24.5
18.52916667,24.5
18.53333333,24.5
18.5375,24.5
18.54166667,24.5
18.54583333,24.5
18.55,24.5
18.55416667,24.5
18.55833333,24.5
18.5625,24.5
18.56666667,24.5
18.57083333,24.4
18.575,24.5
18.57916667,24.5
18.58333333,24.4
18.5875,24.4
18.59166667,24.4
18.59583333,24.5
18.6,24.5
18.60416667,24.5
18.60833333,24.5
18.6125,24.5
18.61666667,24.5
18.62083333,24.5
18.625,24.5
18.62916667,24.5
18.63333333,24.5
18.6375,24.4
18.64166667,24.4
18.64583333,24.4
18.65,24.4
18.65416667,24.4
18.65833333,24.4
18.6625,24.4
18.66666667,24.4
18.67083333,24.4
18.675,24.4
18.67916667,24.4
18.68333333,24.4
18.6875,24.4
18.69166667,24.4
18.69583333,24.4
18.7,24.4
18.70416667,24.4
18.70833333,24.4
18.7125,24.4
18.71666667,24.4
18.72083333,24.4
18.725,24.5
18.72916667,24.5
18.73333333,24.5
18.7375,24.5
18.74166667,24.5
18.74583333,24.5
18.75,24.5
18.75416667,24.5
18.75833333,24.5
18.7625,24.5
18.76666667,24.5
18.77083333,24.5
18.775,24.6
18.77916667,24.6
18.78333333,24.7
18.7875,24.7
18.79166667,24.8
18.79583333,24.9
18.8,24.9
18.80416667,25
18.80833333,25
18.8125,25
18.81666667,24.9
18.82083333,24.9
18.825,24.9
18.82916667,24.8
18.83333333,24.7
18.8375,24.7
18.84166667,24.7
18.84583333,24.8
18.85,24.8
18.85416667,24.8
18.85833333,24.8
18.8625,24.9
18.86666667,24.9
18.87083333,24.7
18.875,24.8
18.87916667,24.8
18.88333333,24.9
18.8875,24.9
18.89166667,24.9
18.89583333,24.9
18.9,25
18.90416667,25
18.90833333,25
18.9125,25
18.91666667,25
18.92083333,25
18.925,24.9
18.92916667,24.9
18.93333333,24.8
18.9375,24.7
18.94166667,24.6
18.94583333,24.7
18.95,24.6
18.95416667,24.5
18.95833333,24.4
18.9625,24.4
18.96666667,24.6
18.97083333,24.7
18.975,24.6
18.97916667,24.3
18.98333333,24.2
18.9875,24.1
18.99166667,24
18.99583333,24
19,24.1
19.00416667,24
19.00833333,24
19.0125,24.1
19.01666667,24
19.02083333,24
19.025,24
19.02916667,24
19.03333333,24.1
19.0375,24.1
19.04166667,24.1
19.04583333,24.2
19.05,24.3
19.05416667,24.4
19.05833333,24.5
19.0625,24.6
19.06666667,24.6
19.07083333,24.6
19.075,24.7
19.07916667,24.7
19.08333333,24.7
19.0875,24.7
19.09166667,24.7
19.09583333,24.7
19.1,24.7
19.10416667,24.7
19.10833333,24.7
19.1125,24.7
19.11666667,24.7
19.12083333,24.7
19.125,24.7
19.12916667,24.7
19.13333333,24.7
19.1375,24.7
19.14166667,24.7
19.14583333,24.7
19.15,24.7
19.15416667,24.7
19.15833333,24.7
19.1625,24.7
19.16666667,24.7
19.17083333,24.7
19.175,24.7
19.17916667,24.7
19.18333333,24.7
19.1875,24.7
19.19166667,24.8
19.19583333,24.8
19.2,24.7
19.20416667,24.7
19.20833333,24.7
19.2125,24.8
19.21666667,24.8
19.22083333,24.8
19.225,24.8
19.22916667,24.8
19.23333333,24.8
19.2375,24.8
19.24166667,24.8
19.24583333,24.8
19.25,24.8
19.25416667,24.8
19.25833333,24.8
19.2625,24.7
19.26666667,24.7
19.27083333,24.7
19.275,24.7
19.27916667,24.7
19.28333333,24.7
19.2875,24.6
19.29166667,24.6
19.29583333,24.6
19.3,24.6
19.30416667,24.7
19.30833333,24.7
19.3125,24.8
19.31666667,24.8
19.32083333,24.7
19.325,24.7
19.32916667,24.6
19.33333333,24.6
19.3375,24.6
19.34166667,24.6
19.34583333,24.7
19.35,24.7
19.35416667,24.7
19.35833333,24.6
19.3625,24.6
19.36666667,24.6
19.37083333,24.6
19.375,24.6
19.37916667,24.6
19.38333333,24.6
19.3875,24.6
19.39166667,24.6
19.39583333,24.6
19.4,24.6
19.40416667,24.6
19.40833333,24.6
19.4125,24.6
19.41666667,24.6
19.42083333,24.6
19.425,24.6
19.42916667,24.6
19.43333333,24.6
19.4375,24.6
19.44166667,24.6
19.44583333,24.6
19.45,24.6
19.45416667,24.6
19.45833333,24.6
19.4625,24.6
19.46666667,24.6
19.47083333,24.6
19.475,24.6
19.47916667,24.6
19.48333333,24.6
19.4875,24.6
19.49166667,24.6
19.49583333,24.6
19.5,24.6
19.50416667,24.6
19.50833333,24.6
19.5125,24.6
19.51666667,24.6
19.52083333,24.6
19.525,24.6
19.52916667,24.6
19.53333333,24.6
19.5375,24.6
19.54166667,24.6
19.54583333,24.5
19.55,24.5
19.55416667,24.4
19.55833333,24.4
19.5625,24.3
19.56666667,24.3
19.57083333,24.3
19.575,24.3
19.57916667,24.2
19.58333333,24.2
19.5875,24.2
19.59166667,24.2
19.59583333,24.2
19.6,24.2
19.60416667,24.2
19.60833333,24.2
19.6125,24.2
19.61666667,24.2
19.62083333,24.2
19.625,24.1
19.62916667,24.2
19.63333333,24.1
19.6375,24.1
19.64166667,24.1
19.64583333,24.2
19.65,24.2
19.65416667,24.2
19.65833333,24.2
19.6625,24.2
19.66666667,24.2
19.67083333,24.2
19.675,24.2
19.67916667,24.2
19.68333333,24.2
19.6875,24.2
19.69166667,24.2
19.69583333,24.2
19.7,24.2
19.70416667,24.2
19.70833333,24.2
19.7125,24.2
19.71666667,24.2
19.72083333,24.1
19.725,24.1
19.72916667,24.1
19.73333333,24.1
19.7375,24.1
19.74166667,24.1
19.74583333,24.1
19.75,24.2
19.75416667,24.3
19.75833333,24.2
19.7625,24.2
19.76666667,24.2
19.77083333,24.2
19.775,24.2
19.77916667,24.4
19.78333333,24.5
19.7875,24.5
19.79166667,24.5
19.79583333,24.5
19.8,24.6
19.80416667,24.7
19.80833333,24.7
19.8125,24.8
19.81666667,24.8
19.82083333,24.9
19.825,24.9
19.82916667,24.9
19.83333333,24.9
19.8375,24.9
19.84166667,25
19.84583333,25
19.85,25
19.85416667,25
19.85833333,25
19.8625,25
19.86666667,25
19.87083333,25
19.875,25.1
19.87916667,25.1
19.88333333,25.1
19.8875,25.1
19.89166667,25.1
19.89583333,25.1
19.9,25.1
19.90416667,25.1
19.90833333,25.1
19.9125,25.1
19.91666667,25.1
19.92083333,25.1
19.925,25.1
19.92916667,25.1
19.93333333,25.1
19.9375,25.1
19.94166667,25.1
19.94583333,25.1
19.95,25.1
19.95416667,25.1
19.95833333,25.1
19.9625,25.1
19.96666667,25
19.97083333,25
19.975,24.9
19.97916667,24.9
19.98333333,24.8
19.9875,24.9
19.99166667,24.8
19.99583333,24.7
20,24.8
20.00416667,24.8
20.00833333,24.8
20.0125,24.6
20.01666667,24.7
20.02083333,24.6
20.025,24.7
20.02916667,24.8
20.03333333,24.7
20.0375,24.7
20.04166667,24.7
20.04583333,24.6
20.05,24.5
20.05416667,24.4
20.05833333,24.4
20.0625,24.4
20.06666667,24.4
20.07083333,24.4
20.075,24.4
20.07916667,24.6
20.08333333,24.8
20.0875,24.8
20.09166667,24.6
20.09583333,24.6
20.1,24.6
20.10416667,24.6
20.10833333,24.7
20.1125,24.7
20.11666667,24.7
20.12083333,24.7
20.125,24.7
20.12916667,24.7
20.13333333,24.7
20.1375,24.7
20.14166667,24.6
20.14583333,24.6
20.15,24.5
20.15416667,24.5
20.15833333,24.5
20.1625,24.5
20.16666667,24.6
20.17083333,24.6
20.175,24.6
20.17916667,24.6
20.18333333,24.6
20.1875,24.6
20.19166667,24.6
20.19583333,24.5
20.2,24.5
20.20416667,24.5
20.20833333,24.5
20.2125,24.5
20.21666667,24.6
20.22083333,24.5
20.225,24.5
20.22916667,24.5
20.23333333,24.5
20.2375,24.5
20.24166667,24.4
20.24583333,24.3
20.25,24.4
20.25416667,24.4
20.25833333,24.4
20.2625,24.5
20.26666667,24.5
20.27083333,24.5
20.275,24.6
20.27916667,24.6
20.28333333,24.6
20.2875,24.6
20.29166667,24.6
20.29583333,24.6
20.3,24.6
20.30416667,24.6
20.30833333,24.6
20.3125,24.6
20.31666667,24.7
20.32083333,24.7
20.325,24.7
20.32916667,24.6
20.33333333,24.6
20.3375,24.5
20.34166667,24.5
20.34583333,24.5
20.35,24.5
20.35416667,24.4
20.35833333,24.5
20.3625,24.5
20.36666667,24.5
20.37083333,24.5
20.375,24.4
20.37916667,24.4
20.38333333,24.4
20.3875,24.4
20.39166667,24.4
20.39583333,24.4
20.4,24.4
20.40416667,24.3
20.40833333,24.3
20.4125,24.3
20.41666667,24.3
20.42083333,24.2
20.425,24.2
20.42916667,24.2
20.43333333,24.2
20.4375,24.2
20.44166667,24.1
20.44583333,24.1
20.45,24
20.45416667,23.9
20.45833333,23.9
20.4625,23.9
20.46666667,23.9
20.47083333,23.9
20.475,23.9
20.47916667,23.9
20.48333333,23.9
20.4875,23.9
20.49166667,23.9
20.49583333,23.8
20.5,23.8
20.50416667,23.7
20.50833333,23.6
20.5125,23.6
20.51666667,23.6
20.52083333,23.6
20.525,23.6
20.52916667,23.6
20.53333333,23.6
20.5375,23.7
20.54166667,23.7
20.54583333,23.8
20.55,23.8
20.55416667,23.8
20.55833333,23.8
20.5625,23.8
20.56666667,23.9
20.57083333,23.9
20.575,23.9
20.57916667,23.9
20.58333333,23.9
20.5875,23.9
20.59166667,24
20.59583333,24
20.6,24
20.60416667,24
20.60833333,24
20.6125,24
20.61666667,24
20.62083333,24
20.625,24.1
20.62916667,24.1
20.63333333,24.1
20.6375,24
20.64166667,24
20.64583333,24
20.65,24
20.65416667,24.1
20.65833333,24.1
20.6625,24.1
20.66666667,24
20.67083333,24
20.675,24
20.67916667,23.9
20.68333333,23.9
20.6875,23.9
20.69166667,23.9
20.69583333,23.9
20.7,24
20.70416667,24
20.70833333,24
20.7125,24
20.71666667,24
20.72083333,24
20.725,24
20.72916667,24
20.73333333,24
20.7375,24.1
20.74166667,24.1
20.74583333,24.1
20.75,24
20.75416667,24
20.75833333,24
20.7625,23.9
20.76666667,23.9
